,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
ACLY,1.2733012,0.040110946,-0.347659,-0.026154518,-0.12221038,0.08081496,-0.026154518,-0.24887621,0.009480119,-0.25980473,-0.13649762,0.005581975,0.049749017,0.24348497,0.0058203936,0.016108155,-0.053951144,-0.42049885,-0.01630783,-0.25519133
ACO1,0.83168745,0.09716153,-0.10254383,0.22915602,0.09408295,-0.15605688,-0.021559,-0.26450157,0.0018715858,-0.28472543,-0.033009052,0.323084,0.013571978,0.45019388,0.5563021,-0.0246346,-0.08870363,-0.28628707,-0.051862,-0.25774837
ACO2,1.102525,0.11674166,-0.19437075,0.052404404,-0.07117391,0.3846407,-0.012820959,-0.23850799,-0.008964539,-0.05981922,-0.1253128,0.09731054,0.21836758,0.31502247,0.64465404,-0.016492605,-0.034826994,-0.410074,0.00023841858,-0.2517104
ACOT11,0.9442091,0.26985407,0.21920204,0.4311204,0.18698573,0.46007633,-0.038343668,-0.13191104,-0.0002503395,0.20558238,0.040513277,-0.0039339066,0.24780631,0.11013746,0.32670498,-0.06995797,-0.09479523,-0.51670074,0.008100271,-0.2950549
ACOT13,-0.10547042,-0.14441013,0.100541115,-0.016874075,0.24185777,-1.0209322,0.008779764,0.17852783,0.0446558,-0.08328557,0.062143803,0.027793646,-0.26369095,-0.15885234,-0.46576262,0.034296513,0.09871721,-0.17877221,-0.048857927,0.13506413
ACOT2,1.2581632,-0.040484965,0.19593015,0.2818443,0.0601992,0.008328259,0.008301437,-0.2283059,-0.0042401254,-0.03123954,0.01604557,-0.024485588,-0.013020635,0.2246961,0.4384011,-0.023640692,-0.07403642,-0.57753104,-0.08018762,-0.19974858
ACOT7,0.82600117,0.08060336,-0.12970567,0.18220544,-0.17552376,0.21641254,-0.0023007393,-0.09844303,-0.022137165,0.09789467,-0.07798076,0.23911,0.091552734,0.5040288,0.81810355,0.00033974648,0.029295683,-0.25479794,-0.038075447,-0.2829671
ACOT8,-0.15102029,0.2238214,0.19726157,-0.05223751,0.1572907,-0.5133867,0.010836124,0.09967685,0.040733814,-0.21933317,-0.0071287155,-0.019991398,-0.08456707,-0.026404858,-0.14156103,0.03966093,-0.010043383,-0.9495139,-0.030755997,0.16361475
ACOT9,0.81403255,0.51000714,0.23328066,-0.15176535,0.13107657,-0.29826164,0.016495585,-0.27125478,-0.017210841,-0.045400858,0.04634857,0.027692318,0.28398335,0.14086366,-0.07967055,0.002977252,-0.0695467,0.06739199,0.08676052,-0.08276701
ACOX1,-0.4330635,0.028443336,-0.24021268,-0.26780367,0.17795563,-0.94195604,0.018417835,0.084251165,0.008893013,0.07298589,0.000166893,0.014102459,-0.25553107,-0.10493994,-0.63616633,0.035840273,0.19385815,-0.03719926,0.04656315,0.00860095
ACOX3,0.7614985,-0.02425611,0.20736754,-0.0944823,-0.0027239323,-0.084370375,0.01193583,-0.14475435,0.01078248,-0.1763776,-0.026798248,0.12114942,0.09919256,0.37547648,0.5051598,-0.018528104,-0.101712346,-0.60263574,0.09493977,-0.23558736
ACP1,0.7353306,-0.056807697,0.4755944,0.8825168,0.018236041,0.33577532,-0.04477501,0.26978254,0.009556115,-0.11983216,-0.07855743,0.060287118,0.23497343,0.27556568,0.32138228,0.01860261,-0.054802,-0.0686124,0.010581315,-0.07238388
ACP2,0.7289946,0.36111325,0.17103702,-0.111059844,0.07151961,0.123888254,-0.015601516,-0.35642534,0.028763711,-0.4793778,-0.062686205,0.09543896,0.4141137,0.6199479,0.30480325,0.003835559,-0.039680302,-0.74556917,-0.043834746,-0.026452541
ACP5,0.5373329,0.2596885,0.3226608,0.059315562,-0.31603873,0.19826293,-0.03578961,0.10026991,-0.012204051,-0.2880454,-0.096687675,0.041630864,-0.010049343,0.37418902,0.55989325,0.026267767,0.0062555075,-0.48285127,-0.020503998,-0.16159415
ACP6,0.7941723,0.16700625,-0.20149946,0.090527534,0.6905556,-0.30472875,-0.06235242,-0.12629032,-0.09402037,0.31050444,0.11769533,0.3472507,0.041633844,-0.12565255,0.28441548,-0.046682358,0.0022172928,0.70890784,0.1206696,0.18722415
ACRBP,-0.035962462,-0.14874041,-0.6132215,0.18975735,-0.13405383,-0.3502667,-0.0050365925,-0.074115396,0.058352947,-0.6108433,-0.0747174,0.18810034,-0.14305413,-0.23126602,0.4446864,0.008451939,0.202322,-0.11758208,-0.07592738,-0.22042692
ACSF2,0.7024884,0.19513369,-0.04015565,0.18045902,-0.0467062,0.07452369,-0.025713444,-0.22119284,-0.034046173,-0.07482767,-0.01706481,0.17495155,0.16622543,0.044226646,0.86070895,0.00641346,-0.08877516,-0.1901269,0.045758486,-0.11467934
ACSF3,1.2685597,0.17507076,0.13159513,0.08946657,-0.19441843,0.41902065,-0.027024746,0.026631355,0.037431717,-0.15826225,-0.10563731,0.055748224,0.13946295,0.13955832,0.60664415,-0.0073611736,-0.12831688,-0.723356,-0.0060617924,-0.0022768974
ACSL1,-0.06362498,0.14472306,-0.23370385,-0.5908817,0.488168,-0.7930219,0.020310283,-0.035962462,-0.013700128,0.4428208,0.17671287,0.03423989,0.32178164,0.014516711,-0.865075,0.0179559,0.3449589,0.5589813,0.13939142,0.21975338
ACSL3,0.13968647,-0.20825863,0.10716766,-0.47090054,0.13089925,-0.31975508,0.044600666,-0.12747943,0.0013530254,0.20397455,0.060488284,-0.22782832,0.32927245,0.27451664,-1.0450035,0.02503246,0.16013533,0.32959133,-0.08594245,-0.31789243
ACSL4,-0.11521578,-0.06324053,0.0813365,-0.4417181,0.1965642,-0.77307224,0.02104044,0.03784895,0.023841858,0.11845827,0.13824701,-0.13839006,0.237602,0.101041794,-1.0900259,0.035631657,0.30661225,0.3060937,0.10679364,0.012987852
ACSL5,1.4153302,-0.043606758,-0.07724762,0.22066236,-0.18574893,-0.11154562,-0.04864335,-0.10034293,0.025303662,-0.114272535,-0.18752962,0.1735866,0.073848665,0.3467068,0.4475206,0.01680255,-0.24188608,-0.37651956,-0.025753677,-0.18954128
ACSL6,0.541538,-0.0064641237,0.26369393,0.9274185,-0.033923984,0.70403516,-0.008457899,0.56420267,0.020894408,0.12072623,-0.094911456,-0.012037158,0.36570132,0.18725693,-0.2644509,0.01643002,0.13399422,0.03732145,0.057843328,-0.103488564
ACSM3,0.5659729,-0.12270212,0.24271011,0.97260773,0.14306307,0.07789731,-0.036799908,0.3240049,-0.046646595,0.2513826,0.09730458,0.119793415,0.0638783,-0.111711025,0.22919774,-0.030469894,-0.03066063,0.1850605,0.04361868,-0.2223134
ACSS1,1.2429535,0.09813905,0.0003874302,0.27562976,-0.18239617,0.16363561,-0.025448203,0.0656724,-0.001463294,-0.15387237,-0.08263588,0.15710592,0.017136335,0.06387234,0.39922595,-0.008055568,-0.044298172,-0.3983915,-0.01103878,-0.12732744
ACSS2,-0.49011707,0.49840212,-0.2502203,-0.49140453,0.3045678,-0.6795764,-0.00088214874,-0.15188456,0.035870075,-0.09381771,0.038182735,0.10714531,0.1381278,-0.2069354,-0.27136803,-0.021386147,0.052642822,-0.6184697,0.040137768,0.14196634
ACTA2,0.25058985,-0.15574694,-0.21160841,-0.017291307,-0.046622753,-0.18541813,0.04322529,-0.1247406,-0.0562191,-0.0004172325,-0.051546097,0.32328367,0.23637414,0.67920685,0.679791,-0.010931492,0.06349087,-0.6210327,-0.13836622,-0.076562166
ACTB,-0.35740733,-0.028812885,-0.2533406,-0.34710765,0.0011026859,-0.32343268,0.02321601,-0.26139617,-0.01899898,0.03270507,0.009796023,-0.10377765,0.07158518,0.006529689,-0.4938364,0.013053417,-0.03146231,-0.5469024,-0.060927868,-0.12355447
ACTG1,0.45631528,0.010484457,-0.102716684,-0.16748905,0.11767149,-0.21362305,0.003784895,-0.36954284,-6.556511e-05,0.02079606,0.013118982,-0.017994642,0.23399591,-0.013357401,-0.0008523464,0.029474497,-0.12728572,-0.36972165,-0.014525652,-0.23727417
ACTL10,0.4627645,-0.069227815,0.2287656,-0.054499507,-0.36524832,-0.17859042,-0.032439828,0.039556623,0.0022917986,-0.3352046,-0.058597326,0.030180812,-0.5022794,-0.1793921,0.22274554,-0.0021845102,-0.06853044,-0.3849119,-0.18044114,-0.035595894
ACTL6A,0.6994009,0.011959672,0.31077564,0.39883256,-0.07570088,-0.2590239,0.013718009,0.07017553,0.024461746,-0.27917325,0.0083863735,-0.035500526,-0.18751025,0.10177195,-0.1896441,0.026723742,0.014281273,-0.60212314,-0.08150041,-0.17288625
ACTN1,-0.3958255,0.14468431,-0.8573592,-0.6376982,0.2014041,-0.6988287,-0.008755922,-0.2936244,-0.076532364,0.30160844,0.00016987324,0.103223324,-0.044971704,-0.24619699,-0.2619624,-0.016325712,0.3194809,0.091436505,0.016152859,-0.12457371
ACTN4,0.8138716,0.08441806,-0.5583763,-0.43108463,-0.21697283,0.06109476,0.018823147,-0.2343297,-0.039947033,-0.046116114,-0.06200075,0.07222891,-0.15622377,0.119423866,0.3453791,-0.0010788441,0.075531006,-0.16469955,0.040090084,-0.15778542
ACTR10,-0.10508895,-0.28133988,0.064355135,0.2135694,0.10886788,-0.6463587,0.011593103,0.08222461,0.013178587,-0.18721819,-0.038343668,-0.05287528,0.23178458,0.045633316,-0.9212434,0.020366907,0.0012278557,-0.20950437,-0.045377016,-0.00936389
ACTR1A,-0.17219186,0.23805797,-0.29170513,-0.5575597,0.023078918,-0.5880654,0.019025803,0.0040709972,0.016593933,0.18748641,0.042065978,0.10026693,-0.19504428,0.13683736,0.17362535,0.040519238,0.064376,-0.94809234,0.08535087,-0.07815361
ACTR1B,1.4873564,0.113254786,0.2025187,0.16137362,0.06432533,-0.07022023,-0.029563904,-0.038588047,-0.012713671,-0.10229349,0.14593601,-0.062555075,-0.0074088573,-0.28719306,0.2622962,-0.030070543,-0.07920861,-0.36345124,0.005918741,-0.05682707
ACTR2,0.041414797,-0.13426691,-0.13915151,-0.06933212,0.012171268,-0.71623325,0.012747943,-0.1551494,0.029575825,-0.1380086,0.036266446,-0.18661171,0.11305809,-0.0063076615,-1.0180578,0.019831955,0.2029568,-0.053352118,-0.013433397,-0.3023997
ACTR3,-0.09774603,-0.14756955,-0.07461868,0.026139244,0.058797374,-0.9692576,0.027580187,0.023972616,0.018041953,-0.052376464,-0.018783286,-0.022768602,0.045247003,-0.055408478,-0.87429327,0.04123859,0.13959408,0.028007478,0.0046428293,-0.10753833
ACTR3B,0.8861959,-0.24195313,-0.032627583,0.5039066,-0.025355816,-0.32094717,-0.03862083,0.08165836,0.023257732,-0.5784333,-0.02271235,0.029176474,-0.24322867,-0.25957227,0.024420023,-0.031644106,-0.025442243,-0.9358585,-0.12795925,-0.34306347
ACTR3C,0.9654366,-0.17518401,-0.074225664,0.41239485,0.17700419,-0.52283406,0.022673607,0.1668565,-0.057944655,-0.030905008,0.03736019,0.37003383,-0.030690432,0.32184944,0.30192956,0.003644824,-0.04784763,0.05923137,0.072705,-0.20353496
ACTR5,1.175034,-0.13129711,0.15233755,0.34082532,-0.17710328,-0.11399984,-0.015246868,0.04145503,-0.0066161156,-0.21320581,-0.06722212,0.1565814,-0.118905306,0.02670288,0.49834847,0.020384789,-0.13126731,-0.43988228,-0.0044703484,-0.0900507
ACTR6,0.46384037,-0.37933588,0.5048573,0.5779654,-0.06862283,-0.7934302,-0.024622679,0.3443867,0.03747046,-0.16225874,-0.038182735,-0.06892979,0.014650822,-0.0651896,-0.6308913,0.04657507,-0.020468235,0.0058710575,-0.07017851,0.015160441
ACTR8,1.0219872,0.064724684,0.15773177,-0.046151876,-0.13623834,0.054603815,0.009447336,-0.1558423,-0.005543232,-0.11315346,0.003939867,-0.1557827,0.16894937,0.12584329,-0.0041902065,0.0019669533,-0.15029311,-0.19627213,0.030428171,-0.33755898
ACVR1,1.2779981,0.064361095,-0.2391994,0.34624934,-0.17288327,-0.22075176,-0.03334582,-0.18714368,0.06682277,-0.62467456,0.03182888,-0.024285913,0.23413599,-0.00024139881,-0.1881361,-0.035455823,0.2079308,-0.08778274,-0.06335974,-0.51878095
ACVR1B,0.05990565,-0.028079748,-0.07380545,-0.77418536,0.3441155,-0.38868487,0.00821054,-0.2542615,-0.0071913004,0.20001829,0.1908958,-0.15015602,0.49553812,0.18807352,-0.91911703,-0.014483929,0.2884686,0.231421,0.041240454,0.03749132
ACVR2A,1.3635516,-0.13599992,0.25888085,0.48480034,-0.21279454,0.10828376,0.02079606,-0.12530088,0.0005066395,-0.13026595,-0.012814999,-0.12665987,-0.09319186,-0.157547,0.0070393085,0.027900934,0.096809864,-0.006055832,-0.067043304,-0.28536916
ACVR2B,1.320225,-0.12099743,0.14542937,0.4972726,-0.3383845,0.03989935,-0.0010073185,0.14037192,0.0020235777,-0.15648305,-0.09544492,-0.06313324,-0.106304884,-0.09148717,0.0069379807,0.0088095665,-0.11425018,-0.3820598,-0.09909272,-0.35455823
ACY3,0.62634945,0.026869774,0.060158968,0.062024593,0.042659044,0.42377114,0.020486116,0.0045716763,-0.010210276,-0.14770031,-0.05173683,0.028520823,-0.020998716,0.034707785,0.75659156,-0.0023186207,-0.15408397,-0.22585988,-0.08862615,0.09780526
ACYP1,0.666444,0.02181381,0.053849816,0.60256124,0.14099777,-0.28396398,-0.038559735,0.14083982,-0.02592355,-0.26848465,-0.092601776,0.3200978,-0.22394359,-0.029870868,0.16859025,0.0287503,-0.14787465,-0.15552491,-0.0014230609,-0.019703805
ACYP2,0.86174303,-0.2440244,0.28137267,0.3393203,0.062294304,-0.64932853,-0.026243925,0.42765886,0.043718517,-0.22390485,0.09769052,0.2847612,0.005839765,-0.061559677,0.07159114,0.0057682395,0.026257336,-0.28463453,0.01591295,0.2431184
ADA,0.9011507,0.018805265,0.11072159,0.23745298,-0.22372007,0.089007616,-0.004839897,-0.10845661,-0.0069737434,-0.17259717,-0.21657348,0.101053715,0.1553297,0.25113225,0.8147001,0.00950098,-0.17281175,-0.17586946,-0.051105022,-0.109303
ADA2,0.8436322,0.46414733,-0.25856495,-0.038063526,-0.17827153,-0.11597276,0.0029802322,-0.21366477,0.03270507,-0.63235164,-0.17547011,0.13841987,0.0069260597,0.13571382,0.27084947,0.0017166138,0.12251735,-0.5331695,-0.08570552,-0.23218393
ADAL,0.93603134,-0.0641644,0.40866733,0.6934881,0.231421,0.038915873,0.013440847,-0.026899576,-0.008362532,-0.19394755,0.048732758,0.21296144,-0.018149614,0.09112954,0.383085,-0.018584728,-0.14929175,-0.19235015,-0.0361979,-0.04544854
ADAM10,0.33248663,-0.049230456,0.13741255,0.05469024,0.041627884,-0.8548558,0.04107952,0.045454502,0.045239925,-0.19065142,0.035369396,-0.15902519,0.0482738,-0.022524595,-1.1107445,0.041383505,0.12667179,0.081163645,-0.001719594,-0.15593469
ADAM12,0.8626938,-0.22270381,0.2230376,0.2297461,-0.12555122,-0.27267933,0.011879206,0.39111376,0.019156933,-0.12918115,0.1013577,0.14953017,0.16165376,0.19503534,0.1704812,-0.05106926,-0.018793344,-0.12417436,0.04491508,-0.16018748
ADAM15,0.18283129,0.40454566,0.20275116,0.23825467,0.24239421,0.13655722,-0.047135353,0.031140447,0.033918023,0.016087294,0.17772317,0.120314956,-0.034591556,-0.21145344,-0.049328804,-0.022882223,0.032791495,-0.9156555,0.048738718,-0.23304522
ADAM17,0.4002303,0.07895529,-0.23521483,-0.14799833,0.046995282,-0.54721236,0.035429,0.060883164,-0.009712577,-0.03412664,0.17108619,-0.028339028,-0.19055009,-0.04953146,-1.0613024,-0.0014275312,0.26068985,0.103870034,-0.018972158,-0.22465289
ADAM19,0.025956333,0.052245706,-0.15141666,-0.48620552,0.1636073,-0.62949955,0.03003776,0.094774365,-0.029675663,0.041025877,0.18645674,-0.11907816,0.09197146,-0.30134842,-0.8170709,0.021094084,0.22206157,0.19950718,0.093229115,0.024987012
ADAM28,1.0972053,0.14876276,0.17982721,0.3274724,-0.011274219,0.043074787,0.0068172812,-0.083296,0.02207905,-0.3154099,0.15928894,-0.11622608,-0.31398982,-0.47355592,0.2579555,-0.03978014,-0.14546067,-0.16123801,-0.024560094,-0.19691288
ADAM8,0.4320681,0.35710037,-0.1806438,-0.4529342,0.03605485,-0.40374398,0.027161837,-0.30933917,-0.028321147,0.21682829,0.057063997,-0.20112693,-0.13646632,-0.44318438,-0.18872023,-0.0123381615,0.21341294,0.058424473,-0.05490482,-0.026279688
ADAM9,0.13071299,0.12831092,0.13344288,-0.33724308,0.32910705,-0.3605306,0.027951598,-0.12537837,0.017231703,0.21928549,0.13757348,-0.15808344,0.5821109,0.20563602,-1.1374623,0.000590086,0.26299357,0.468722,0.075787306,-0.11130273
ADAMTS1,0.75275004,-0.3072828,0.20098686,0.17137527,-0.18575788,0.29806495,-0.0060766935,0.14886856,-0.060522556,-0.42257607,0.056546926,0.29082894,0.010770559,0.10216534,-0.11880696,-0.023213029,-0.009229779,-0.08830428,-0.031256676,0.009587407
ADAMTS10,1.202923,-0.18854141,-0.08491874,-0.01257062,-0.22020936,0.25016665,0.0041246414,-0.018274784,-0.04197955,-0.12088418,-0.09024143,0.20571351,0.15373826,-0.02488494,0.49328208,-0.0068187714,0.030124187,-0.036746264,-0.0012993813,0.15398264
ADAMTSL4,0.08555353,0.6673217,-0.3320016,-0.64983296,-0.121721625,-0.28388873,0.025647879,0.0014007092,-0.004515052,-0.13073087,-0.09638667,0.40256083,0.07211566,0.04352629,-0.004479289,-0.08010566,0.16255379,-0.118646026,0.0331223,0.18225908
ADAMTSL5,1.0080934,-0.3691435,0.018882751,0.28383732,-0.26459098,0.042569637,-0.017309189,-0.10339022,-0.026685,0.00011920929,-0.1313895,-0.088855624,-0.25336146,-0.027519464,0.7476121,0.008025765,-0.15746653,-0.5047828,-0.13896227,-0.079113245
ADAP1,-0.114902854,0.084105134,0.12622476,-0.3991425,-0.2849847,-0.6838262,-0.004130602,0.11447668,-0.0027954578,-0.29289424,0.045853853,0.08368194,-0.43507814,-0.17989874,-0.056242943,0.04017055,0.0577271,-0.8692503,-0.10237098,0.26954412
ADAP2,-0.25021732,0.63038766,0.17808378,-0.33453405,-0.050222874,-0.25652796,0.019998848,-0.49298704,0.027412176,-0.8532092,-0.041392446,-0.011831522,0.36382675,0.21329224,-0.16781688,-0.05837381,0.09689033,-0.58543086,-0.04720837,-0.09472966
ADAR,0.546664,0.38629472,-0.4497558,-0.0025689602,-0.07264316,-0.59199035,0.0132501125,-0.06861985,-0.0038325787,0.00013709068,-0.0644356,0.11771619,-0.45048296,-0.023528934,-0.41454136,0.06844401,0.19082725,-0.11627972,-0.08831322,-0.13871789
ADARB1,1.121521,0.025707483,0.10706186,0.12744665,-0.39588213,-0.12241602,0.011312962,0.10149479,-0.0051021576,-0.044953823,-0.085031986,0.070261955,-0.09549856,-0.12344718,0.46329498,-0.0075161457,-0.09239912,-0.48906207,-0.029921532,-0.20173788
ADAT1,1.4645725,0.15209615,-0.2170384,-0.0587672,0.19971728,0.018388033,-0.020819902,-0.15386641,-0.015455484,-0.12634397,0.016865134,-0.13124347,-0.0125437975,0.19646585,-0.57733655,-0.032371283,0.06360412,0.21357238,-0.021663308,-0.22940636
ADAT2,1.4058739,-0.047439337,0.12494326,0.3606081,0.049117208,0.12781024,-0.008755922,-0.04194975,-0.01129508,-0.15053451,-0.05785823,-0.14623106,-0.0059753656,-0.1959145,-0.055089593,-0.025174022,-0.18264353,-0.025901198,-0.07408857,-0.048285723
ADCK1,1.2096643,0.27549863,-0.08507967,-0.02015829,-0.17389059,0.21990538,0.0033795834,0.009119511,0.018000603,-0.22530556,-0.089621544,0.24815798,-0.107735395,-0.08186102,0.6794512,0.045228004,0.0014007092,-0.48745275,-0.009679794,0.26390553
ADCK2,1.1096851,0.005210936,0.20680428,0.2617672,-0.20706952,-0.027745962,-0.0011116266,-0.061763823,0.03710985,-0.37295818,0.007842481,0.06095618,0.08529276,0.074240565,0.694257,-0.010219216,-0.10377914,-0.7357493,-0.022026896,-0.22180974
ADCK5,1.0866821,0.1023978,0.20093918,-0.0019788742,-0.18815994,-0.29082298,0.0017046928,0.2242297,-0.0005573034,-0.21300912,-0.015592575,0.2870202,-0.01078248,-0.05635619,0.5733222,-0.024959445,0.022923946,-0.54441094,-0.006300211,0.3131032
ADCY3,0.8037329,0.012624264,-0.25052428,-0.13520718,-0.0060617924,-0.3304124,0.042533875,-0.2855122,0.025510788,-0.0520885,0.010442734,-0.11101365,0.3489375,0.37056804,-0.4685998,0.01500845,0.24040341,-0.39775372,0.010579824,-0.3711462
ADCY7,1.4817715,0.1229465,-0.0029146671,0.012761354,-0.31382442,-0.0125825405,0.016450882,0.014644861,0.006890297,-0.2985835,-0.020742416,-0.07355809,0.060129166,-0.24188161,-0.7350117,-0.034558773,-0.0213027,-0.13378859,-0.03309846,-0.00020265579
ADCY9,1.3331473,-0.042396784,0.13584495,0.026774406,-0.31306148,0.10404587,0.021594763,-0.030970573,-0.029718876,-0.2577126,-0.06650686,0.09586215,0.048077106,0.12632608,0.39179325,-0.027859211,-0.09248257,-0.03322363,0.036412477,-0.06673932
ADD1,0.68756044,0.075273216,-0.39650202,-0.22545755,-0.23805052,0.20338595,0.0223279,-0.025822222,-0.02912581,0.069494545,-0.08726865,0.102347136,-0.0800997,0.26731193,0.22776872,0.054074824,-0.0010818243,-0.7163465,0.016766787,-0.13732761
ADD2,0.675869,0.09826422,0.05210042,0.6700516,0.05837679,0.93541145,0.009596348,0.06453991,-0.024098158,0.11636019,0.017511845,0.030887127,0.4298091,0.04684329,0.38101673,-0.05297661,-0.018632412,0.090658665,0.070255995,-0.04709959
ADD3,0.5741017,-0.17512664,0.14342815,0.29704738,0.062045455,-0.50238746,0.0027164817,0.08140206,0.014015287,-0.045009702,0.04286915,-0.18430278,0.17513484,-0.17527267,-1.118856,0.04543513,0.052033365,0.18148199,0.005122274,-0.18430352
ADGRE1,-0.3990084,0.34591556,0.11611283,-0.3615588,-0.25195777,-0.1601696,-0.015556812,-0.21257699,0.08726418,0.122758746,-0.08573532,-0.2085954,0.26649535,0.19554794,-0.31158924,-0.027650595,0.00923574,-1.0109603,0.035446882,-0.34692585
ADGRE2,-0.27602613,0.046256185,-0.13740063,-0.4736811,-0.22751093,-0.6194055,0.027415156,-0.13771355,-0.0012278557,-0.14154613,0.07891357,-0.08520484,-0.048586726,0.024428964,-0.6998688,-0.02617538,0.25715232,-0.08594096,-0.04633963,-0.1283586
ADGRE3,0.046169758,0.36703348,-0.4001975,0.08482933,0.23487806,-0.5035639,-0.060540438,-0.15847683,-0.05375743,-0.31098127,-0.0564754,0.20542145,-0.528121,-0.5130708,0.048422813,-0.021904707,0.06690025,0.38642883,-0.01423955,0.048285723
ADGRE5,-0.19955635,-0.05118847,-0.4815042,-0.54130554,-0.19033253,-0.35246015,0.025883317,-0.14623404,-0.034725666,-0.04734695,0.06776452,0.18193424,-0.4995823,0.09620488,0.010597706,-0.019571185,0.13500452,-0.2775073,-0.05275905,-0.08968413
ADGRG1,1.1591434,-0.31068325,-0.19545555,-0.066781044,-0.27720332,0.23111105,-0.0058174133,-0.0395298,-0.046151876,-0.10653734,-0.081920624,0.18935204,-0.026935339,0.16285777,0.64814687,-0.011116266,-0.056517124,0.23601055,-0.073838234,0.08331537
ADGRG5,1.1420488,-0.21357536,-0.11789799,0.04570484,-0.4061699,0.07506013,0.0039339066,0.033712387,-0.04938841,-0.07528067,-0.16633272,0.3125906,-0.10802746,0.09303689,0.6501734,0.008940697,-0.13231635,-0.08794069,-0.054371357,0.07917881
