,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
CNDP2,-0.24180114,0.70536137,0.22201091,0.10224581,-0.55254996,-0.16547143,0.12689233,0.30024946,-0.25071055,0.45414716,0.20582676,0.22537112,-0.16945302,-0.02296269,0.88782907,0.2391547
CNEP1R1,-0.015440583,-0.22790432,-0.03929138,-0.3966719,0.111061335,0.31366646,-0.2203852,-0.4048288,-0.23625791,0.07054508,0.013273954,-0.21527112,0.43679476,0.04400313,0.31496584,-0.78365207
CNIH1,0.21104068,-0.33191592,-0.038838387,-0.034335256,-0.02875328,-0.09533912,-0.29500872,-0.03952533,-0.061923265,-0.04169494,0.1595512,-0.18078387,0.3564015,0.15570223,0.9097472,-0.11943132
CNIH3,0.066030025,-0.2819121,-0.29747784,0.5321771,0.2182126,-0.51693916,0.063467026,-0.19454062,0.3665924,-0.19266307,-0.018444657,-0.23972094,-0.48962235,0.016665459,-0.20418465,0.5296588
CNIH4,0.15284419,-0.73181987,0.093102455,-0.54264665,0.012093782,0.12212396,-0.5216539,-0.08046031,-0.28306842,0.34211278,-0.2758324,-0.10189414,0.63952804,-0.33333898,-0.16968846,-0.21990538
CNKSR1,-0.35942197,0.49951673,0.15263706,0.45403242,-0.1593396,-0.07734746,0.26610792,0.30337125,-0.022897124,-0.17952025,0.17178059,-0.21782964,-0.2489537,-0.09391606,1.0645733,0.5028635
CNKSR2,0.114539266,0.18480122,-0.13269782,0.6780803,0.112342834,-0.17132163,-0.17273128,0.16726851,0.15688539,-0.6904423,0.24903715,-0.5114734,-0.16496181,0.0523597,0.7983148,0.13080835
CNN2,-0.15298426,0.2303049,0.062005967,-0.38960576,-0.22298023,0.053285062,-0.211142,0.31832755,-0.07977486,0.021620095,-0.1119107,-0.29564798,0.051755458,-0.24706945,-0.55006593,-0.6484814
CNN3,-0.2544254,-0.15286207,-0.12829453,0.10507405,0.20177662,-0.34306794,-0.010155141,-0.28856993,-0.043053925,-0.32734722,0.48403293,0.41840523,-0.12205839,-0.16945899,0.5818948,0.44790357
CNNM2,-0.25815815,0.27139187,0.1688078,-0.13243407,0.14465302,0.022602081,0.3587976,0.15246719,0.022508204,0.12864172,0.043551624,-0.24218857,-0.021457672,0.072443485,0.8949354,0.4802212
CNNM3,-0.20868778,0.64683855,-0.06273687,0.47220886,0.026109815,-0.12259185,0.4026085,0.34842193,0.032821298,-0.2896756,0.14277697,-0.2336204,-0.25416017,0.25593042,1.0100901,-0.22815168
CNNM4,-0.13018548,0.48810244,-0.12926608,0.4298553,0.06707907,-0.09975284,0.08930266,-0.06184876,0.094391406,-0.21120012,0.24551451,-0.10767877,-0.16281903,0.19275099,1.1048198,-0.25704652
CNOT1,-0.47785938,0.46628416,0.03555715,-0.030466914,-0.28568208,0.0027179718,0.050395727,0.020745397,0.11326969,-0.28345287,0.2133131,-0.31462908,0.045681,0.09826422,0.82565844,-0.6947607
CNOT10,-0.0883013,0.48662424,0.3513664,-0.100106,-0.38620234,0.26348233,0.08839965,0.2847612,-0.19809902,0.2516508,0.0990659,-0.5268276,-0.2276361,0.12532175,0.80467165,0.11982918
CNOT11,-0.36974102,0.4268229,0.048843026,-0.12149811,-0.15520751,-0.15822947,-0.25999397,0.29977262,-0.12767911,0.17958283,0.036379695,-0.3121078,0.064367056,-0.10534525,0.8292109,-0.2447784
CNOT2,-0.08063316,0.32256544,-0.0041097403,0.17154366,-0.09034127,-0.14463514,-0.17940998,-0.08634925,-0.086300075,-0.03463924,0.15570074,-0.0342682,-0.036537647,0.13806075,1.3774246,-0.29470176
CNOT3,-0.1080364,0.547342,0.14341176,-0.13069063,-0.11307299,0.5370766,0.76554716,0.3503248,-0.32226443,-0.30444562,-0.03657788,-0.2121836,0.030608475,0.021764636,0.26436895,-0.7085353
CNOT4,-0.55229664,0.05388856,0.1298517,-0.22470951,-0.26814342,0.15725493,-0.009658933,0.095933676,-0.06479621,0.012919307,0.18981695,-0.27586222,0.4146695,-0.12270808,1.0886371,-0.36142766
CNOT6,-0.16825795,-0.06144494,-0.13256818,-0.15506446,0.16617179,-0.19283295,-0.41286647,-0.03543198,0.12583882,-0.07845163,0.07298142,-0.034302473,0.26001185,0.11258721,1.0537237,-0.5256504
CNOT6L,-0.024089217,0.35915375,0.009346008,0.47529936,0.093090534,-0.21542609,-0.000628829,0.12989938,-0.023460388,-0.31022727,0.071534514,0.17356575,-0.16282201,0.33555627,0.99591017,-0.2762586
CNOT7,-0.084257126,-0.044074655,-0.07978678,-0.016781688,-0.092846155,-0.07157922,-0.23362637,-0.021240115,-0.105154514,-0.0074625015,0.19324422,-0.6008625,0.108236074,0.32715797,1.2160361,-0.3567189
CNOT8,0.17102063,-0.3708169,0.03348887,-0.3686726,0.03375858,0.1352951,-0.34087598,-0.26155114,-0.499475,-0.080262125,-0.027738512,0.24029016,0.38848966,0.057275593,0.6123856,-0.7293761
CNOT9,-0.039461255,0.43821335,-0.06184578,0.4438609,-0.070655346,-0.33263862,-0.13509095,0.33505857,-0.102218986,0.069490075,0.025597215,-0.03244877,-0.25164187,0.16147196,1.1347264,0.15403032
CNP,-0.10845214,0.67749023,0.0051416457,0.045718253,-0.3611803,-0.4000321,-0.048476458,0.30708313,0.0032119453,0.41951314,0.18210486,-0.0717096,-0.24311021,-0.14107525,0.8203596,0.24714991
CNPPD1,-0.25464892,-0.03784895,-0.27927607,0.07570386,0.13549924,-0.33622682,0.22655427,-0.21909475,0.26503354,0.25922358,0.058576465,0.18978715,-0.22279173,-0.05661398,-0.5092174,0.7175252
CNPY2,0.09831637,-0.27014464,0.1365453,-0.13076961,0.065368414,-0.009685755,-0.06283969,0.2523616,-0.029863417,0.4297331,-0.11372119,-0.4766807,0.024592876,0.031270087,0.76940805,0.643979
CNPY3,0.42641163,0.26674122,0.22715479,-0.45639873,-0.18704385,0.32975078,0.23064613,0.4547894,-0.124022365,0.33279508,-0.17279088,-0.56179017,-0.08652061,0.09409487,-0.16508698,0.09216219
CNPY4,-0.12007803,0.17882586,-0.0156492,0.31418055,-0.09779334,-0.18594712,0.08940697,0.47191083,0.06329864,0.28021038,-0.031015277,-0.34411848,-0.091677904,0.17326623,1.0510474,0.30100644
CNR2,-0.013136864,0.50730854,-0.19016117,0.15155375,-0.08596182,-0.07072389,0.11972189,0.564149,-0.03130734,-0.09328276,0.20474792,-0.8264035,-0.26564896,-0.08030832,0.88014305,0.2439782
CNRIP1,0.23323894,-0.13437271,0.06097257,-0.31172633,0.029799342,-0.22312999,0.10916889,-0.26607513,0.07085502,0.13393462,0.30709207,0.78703463,-0.08471906,-0.11983216,0.52900314,0.47756433
CNST,-0.15577376,0.12469441,-0.1720339,0.16186535,0.12706816,-0.19635707,-0.17942786,-0.097972155,0.030836463,-0.18532127,0.18685758,-0.18606484,-0.11576116,0.096443295,1.198107,-0.36668777
CNTLN,0.2972789,-0.27946943,-0.066953525,-0.6913241,-0.0337746,0.16311742,-0.41099453,-0.13844706,-0.057550892,0.3863063,0.06325543,0.4550349,0.5568001,-0.10584742,0.85789376,-0.11060871
CNTNAP2,0.0012606382,0.4254639,-0.26166737,0.6836593,-0.0369817,-0.2363354,-0.1052171,0.1444161,0.30600727,-0.67552626,0.444749,-0.7440239,-0.4378736,0.042399764,0.73257685,0.33183098
CNTRL,-0.3448598,0.0032320619,-0.02309829,0.08073971,0.009269267,0.053729862,-0.08305162,0.0068336725,0.055702776,-0.18831491,0.12557209,-0.30311942,0.17612353,0.19243509,1.2633734,-0.40630996
CNTROB,0.112089515,0.3230542,0.0022768974,0.32170415,0.25286078,0.009050965,0.2785802,0.36290884,0.09048879,-0.25322735,-0.06355047,0.3919363,-0.1360625,0.0021487474,0.44816434,0.046941638
COA1,0.17540231,0.1410596,-0.18452033,0.010286272,0.2776526,0.16656667,-0.092461705,0.06422028,-0.1852259,-0.16671643,-0.07529631,-0.5863905,0.05609095,0.30881837,1.0197222,-0.36142915
COA3,0.25574714,-0.13982356,0.27588755,-0.09457767,-0.35905242,-0.0022530556,0.04593134,0.4388988,-0.18832237,0.3862828,0.016075373,-0.1758337,-0.0716269,0.022731721,0.64514726,0.8647412
COA4,0.11745691,-0.14900565,0.13643801,0.08831918,-0.2120614,-0.24374425,0.04940331,0.2578497,-0.20650029,0.3465712,-0.05774498,-0.14616251,-0.13353527,0.16135871,0.95980465,0.5836338
COA5,-0.07531643,-0.31809807,0.016433,-0.38948655,0.26435852,0.042891502,-0.23651123,0.057947636,-0.20776987,0.535202,-0.2036035,-0.3968656,0.24741292,0.0027120113,0.6237626,0.10056496
COA6,0.3639102,-0.53984225,0.21119118,-0.3022164,-0.2109021,0.17883778,-0.17937124,0.057402253,-0.3134042,0.31404197,0.13103783,-0.38736165,0.30852258,0.09355247,0.73259175,0.82068145
COA7,-0.03569126,-0.24339855,0.090032816,-0.36301017,-0.109276175,0.1750052,-0.14710128,-0.23839474,-0.08202791,0.4169047,0.13259351,0.011101365,0.2605319,-0.11303127,0.7624179,0.100278854
COASY,-0.005081296,0.5503714,0.027793646,-0.37531257,-0.03209114,-0.020378828,0.077328086,0.45762062,-0.19416213,0.4561454,-0.10020137,-0.21634102,0.06313324,-0.27434826,0.27115345,-0.16309619
COBLL1,-0.15433729,0.34692585,-0.23423135,0.12954473,0.11143386,-0.181368,-0.014895201,0.011782348,0.02398789,-0.57196915,0.47017634,-0.1681149,-0.25800765,-0.100040436,1.0856107,-0.014182925
COCH,-0.09620711,-0.15980452,0.053350627,-0.0704512,-0.02072081,0.010348111,-0.19674897,0.161089,-0.06926432,-0.040071458,0.26848093,-0.16203076,0.07227734,-0.3595516,0.63189197,0.43189302
COG1,-0.3068924,0.75214505,-0.013944507,0.39901733,-0.116080046,-0.2263546,0.1381576,0.2547592,0.055128336,0.057187676,0.18703341,0.037568808,-0.51943064,0.09491444,0.91638565,-0.2227962
COG2,-0.4747048,0.25016367,0.012254715,-0.076285005,-0.26766658,-0.2742976,-0.10750443,0.024941564,0.0033900142,0.37077367,0.21490008,-0.24619699,0.006389618,0.036543608,1.0634974,-0.09852499
COG3,-0.214592,0.157935,-0.02029799,0.15181899,0.108809024,-0.047266483,-0.18903725,-0.14552791,-0.06384179,0.039569102,0.090293586,0.033420697,0.14118701,0.1605656,1.4080468,-0.4963588
COG4,-0.071424246,0.18463731,0.22656173,-0.14646053,-0.094270706,0.15852153,0.5375564,0.66229105,-0.07600337,0.4533112,-0.19072443,-0.3646344,0.017297268,0.0757575,0.8513957,0.35886765
COG5,-0.07202923,0.26899576,0.10394156,0.22106469,-0.07547736,0.019940734,0.00056922436,0.11346638,0.034180284,0.09637773,0.100150704,0.15821159,-0.06514192,0.21581054,1.1241227,-0.16034842
COG6,-0.21470785,-0.25905073,-0.06425977,-0.007849932,-0.049376488,-0.21288991,-0.33723414,-0.022646785,0.075683,0.21881461,0.031381845,-0.28845072,0.2590537,0.18670261,1.2646139,-0.22478104
COG7,-0.21283776,0.41480213,0.08275509,0.45998544,-0.24700612,-0.18450916,0.19416064,0.37564486,-0.013358891,-0.017534196,0.06978661,0.12624562,-0.007711351,0.20314902,1.0630653,0.029113889
COG8,-0.3775239,0.44487566,0.044991076,-0.05363226,-0.00049471855,0.032298267,0.1392901,0.3716007,-0.13363361,0.3965333,-0.09222031,-0.5328089,-0.038063526,-0.047016144,0.62137693,-0.14446378
COIL,-0.17457828,0.06314218,-0.02978295,0.033298135,-0.15397072,-0.11756718,-0.25515854,0.06727278,-0.15296862,0.21998584,0.12170896,-0.07803589,0.16639829,0.119027495,1.2055115,-0.06578714
COL13A1,-0.23089647,0.4842341,-0.10038018,0.5955398,0.14741421,-0.17510653,0.37352443,0.022315979,0.2913475,-0.32740235,0.12307763,-0.3445208,-0.7536173,0.2220273,0.7284999,0.12688637
COL18A1,-0.27269423,0.19203126,-0.069125,-0.16653016,0.28985217,0.30650124,0.17417222,0.094313174,0.14624521,0.16034544,-0.3100589,-0.43350235,-0.080521405,-0.009667873,-0.2109915,-0.37875995
COL19A1,0.039833784,0.3025204,-0.32143593,0.76129436,0.15694797,-0.17091036,-0.106304884,0.060090423,-0.037646294,-0.42271018,0.27712584,-0.59423447,-0.36631823,0.03929138,0.62007606,0.173828
COL4A1,-0.38448572,0.113976,-0.17274916,-0.122246146,0.46777874,-0.06983727,0.17752498,-0.40429085,-0.099641085,0.02811253,0.35374463,0.56399554,-0.31047165,-0.23229271,0.44324547,0.28202832
COL4A3,-0.12998655,0.3281787,-0.19742027,0.33299178,0.26500523,-0.12258738,-0.0112243,0.107138604,-0.12807846,-0.35129264,0.28066412,-0.17528757,-0.33034608,-0.17994568,1.1678957,-0.0013716519
COL4A4,-0.4147768,0.5142048,-0.018921494,0.2829969,0.117108226,-0.028645992,0.16112924,0.20394772,-0.19015372,-0.23486167,0.26835352,-0.46557188,-0.2963826,-0.1779303,1.055576,0.019037724
COL5A2,-0.475204,0.30191234,-0.12509674,-0.06253719,0.33190987,-0.008746982,0.17578602,-0.36498904,-0.14763921,0.052226335,0.32131067,0.24727136,-0.40617138,-0.11270121,0.32454646,0.264173
COL5A3,-0.20035803,0.51626563,-0.10691583,0.15543997,0.11668503,-0.18915236,0.23700297,0.33595264,0.055608153,-0.12794733,0.15310347,-0.41753352,-0.40189624,0.25087595,0.89172125,-0.19337237
COL6A1,-0.3224179,0.45253336,-0.10383576,0.23062825,0.37145168,-0.07652789,0.26527792,-0.03181845,-0.061142445,-0.21948963,0.26412457,0.3394261,-0.43717474,-0.13037175,0.4778847,0.19302666
COL6A2,-0.20615757,0.40667057,-0.028455257,0.45810342,-0.046151876,-0.27338266,0.42405725,0.27382672,-0.02937615,-0.14893413,0.0980556,0.22507012,-0.33009648,0.26078224,0.6516218,0.09006262
COL9A2,0.044471025,-0.006610155,0.0058948994,-0.27815253,0.5196333,0.50545335,0.27139857,-0.24541244,0.021378696,-0.048027188,-0.07509366,-0.35156384,-0.013957918,0.020322949,-0.1319915,-0.4004605
COL9A3,0.16170591,0.13042241,0.08392036,-0.3804043,0.114390254,0.067169964,-0.0075683,0.20448416,0.23217648,0.025436282,-0.23230612,-0.55919886,0.07685423,0.01989454,0.06429553,-0.026851892
COLEC12,0.12661219,-0.029987097,0.17098188,-0.33284426,0.087070465,0.0025749207,-0.05300641,-0.38596988,-0.611943,0.31992197,0.27180314,0.6807506,0.046235323,0.0026464462,0.5617678,0.027793646
COLGALT1,-0.21273047,-0.36807954,0.022762269,-0.57588595,0.00545606,0.2688676,-0.19590929,0.035173446,-0.24573058,0.4691556,-0.19114986,-0.069098175,0.560686,-0.27879253,-0.014957786,-0.6878488
COLGALT2,-0.07464886,0.5091429,-0.02708435,0.4373908,-0.1666367,-0.44044256,0.3346324,0.25556684,0.22774339,-0.3523469,0.116211176,0.11859536,-0.23038387,0.23795366,0.77937245,0.08317232
COLQ,-0.07156134,0.4273951,0.07516146,0.552845,-0.18872023,-0.15892386,0.50622225,0.26873946,-0.013309717,0.018197298,0.06904006,0.010466576,-0.35670996,0.2797246,0.91008544,0.20941496
COMMD1,0.37864745,0.18435717,0.20409524,-0.16123056,-0.2745211,-0.11789203,0.0025212765,0.39712787,-0.119015574,0.3917694,-0.011330843,-0.080797076,-0.2978027,0.09291768,0.6263852,0.8691758
COMMD10,0.40922165,-0.2644241,-0.021570921,0.20877123,-0.005489588,-0.12528896,-0.20025969,0.0041902065,-0.06403327,0.16333461,0.010353327,-0.09626746,0.14215112,0.40422082,1.2919545,0.1088202
COMMD2,-0.06829947,-0.04801601,-0.12295097,-0.31441003,0.026477873,0.008656085,-0.5020559,-0.10519028,-0.100106,0.522238,0.018259883,-0.2406627,0.15368313,0.14935732,0.90690255,-0.350824
COMMD3,0.20836964,-0.64552873,0.25179908,-0.28484762,0.040745735,0.07471591,-0.18841103,0.10577291,-0.26363283,0.38693324,-0.15128478,-0.45485795,0.33235028,0.1571387,0.704588,0.6665774
COMMD4,0.44594258,0.4089117,0.124019384,0.20329952,0.023499131,-0.20444393,0.087469816,0.55488646,-0.0917837,0.3441006,-0.20463467,0.36682487,-0.32739192,0.116193295,0.83722174,0.7653564
COMMD5,-0.090011954,0.22319853,0.06801486,-0.2041012,-0.094395876,-0.05387962,-0.23467839,0.20752102,-0.24070144,0.3317073,-0.1700759,-0.45635104,0.10629594,-0.036284328,0.43083727,-0.13970137
COMMD6,0.34317076,-1.000005,0.1365453,0.14398396,0.05890429,-0.11664331,-0.49473643,0.057590008,-0.35670102,-0.05365908,0.021621585,-0.556162,0.20636618,0.4366517,0.41346848,0.57394207
COMMD7,0.012078881,0.45009255,0.12709796,0.3237307,-0.32692552,-0.33693612,0.08023381,0.43245554,-0.07315874,0.4137993,-0.040459633,-0.01795888,-0.31961203,0.2521664,0.9155154,0.44587255
COMMD8,-0.019086897,-0.7310435,0.06248653,-0.24434477,-0.048832595,0.06874204,-0.40966272,-0.18931925,-0.26562363,0.30637532,-0.030623376,-0.34085065,0.441508,0.24676174,0.42061955,-0.09081066
COMMD9,0.41197538,0.26427805,0.1097545,-0.5395614,-0.3778726,0.093619525,-0.09376705,0.14346242,-0.29122308,0.9200424,-0.04258156,-0.092212856,0.118263066,-0.10203719,0.3523402,0.39592385
COMT,0.1794219,0.24716258,0.07594526,-0.3186643,-0.30600727,0.040611625,0.18996,0.047814846,-0.25755316,1.0057122,0.066658854,0.15873909,0.06661117,-0.011400878,0.6576374,0.35509467
COMTD1,0.14416277,0.16214252,0.14654398,0.21539927,0.109410286,-0.03518462,0.23818016,0.5949348,-0.2388835,0.34837723,-0.24191737,-0.17503202,-0.12907982,0.06251931,0.6144583,0.5515456
COP1,0.035467744,-0.23490787,0.08069873,-0.42423904,-0.023511052,0.31459332,-0.19580126,-0.10933876,-0.11317432,0.10944009,-0.13663769,-0.4327625,0.4689604,0.06325245,0.059735775,-0.46975017
COPA,-0.5227208,0.53253174,0.064867735,-0.009068847,-0.31565726,0.0895977,0.16285181,0.24801195,-0.0035345554,-0.13318062,-0.027671456,0.3093362,-0.10319352,-0.15301108,0.32640696,-0.74610114
COPB1,-0.23371279,-0.12567788,0.09755343,-0.27699918,-0.069744885,0.05452633,-0.4060313,0.014398992,-0.13913065,0.047455728,-0.11342019,-0.25515705,0.39967299,-0.0063613057,0.59009343,-0.46586245
COPB2,-0.33117533,0.016319752,0.059711933,-0.55110455,-0.21437705,0.086537,-0.18868744,-0.037947297,0.0060111284,0.23144484,0.042915344,-0.11649728,0.29842854,-0.26364326,0.20244122,-0.60200095
COPE,0.3810428,0.33768192,0.18769652,-0.20449683,-0.081148,0.04610941,-0.04588738,0.5325556,-0.24864599,0.5705878,-0.36033243,-0.21557584,-0.24839193,-0.22120327,-0.108113885,0.2790287
COPG1,-0.3543347,0.47326088,0.2608329,-0.38538873,-0.4508108,0.23725927,0.40573776,0.32019913,-0.24646223,0.08531511,0.15061498,0.0044882298,0.11191666,-0.27209222,0.56394935,-0.37527978
COPG2,-0.20683408,0.21971464,0.13042688,-0.4640758,-0.16550422,-0.044620037,-0.1496911,0.03671646,0.12559891,0.4306078,0.007855892,0.11178255,-0.14353395,-0.21509528,0.6199658,-0.3279388
COPRS,0.32011867,0.05888939,0.12192428,-0.09520352,0.011727214,0.08688271,-0.089251995,0.10404885,-0.24392754,0.36757588,0.2566293,-0.14215708,-0.23157597,-0.04143417,0.8400753,0.6619394
COPS2,0.15823096,-0.68850964,0.05631149,-0.08587688,0.03193319,-0.11318773,-0.49608648,-0.17349869,-0.26775151,0.11345297,0.03491789,-0.10496527,0.48528016,0.29280037,0.93082786,0.045262277
COPS3,0.14773607,-0.82891583,0.06681681,-0.3042519,0.035083294,-0.17441511,-0.1460731,-0.15887618,0.1835823,0.14778972,0.05416274,-0.2840817,0.23277998,0.14595985,0.55050254,0.5262196
COPS4,0.10355115,-0.11278838,0.17687976,0.016449392,-0.1648128,-0.221847,-0.4108742,0.25548488,-0.18963665,0.4323572,-0.03411323,-0.16223341,0.0456661,0.18167645,1.0026664,0.38347095
COPS5,0.12473911,-0.5493142,0.17549992,-0.38731992,0.078780204,0.06931499,-0.3609836,0.08329153,-0.30429438,0.30749887,-0.20986646,-0.47245994,0.37630796,0.02155006,0.29838383,0.29810965
COPS6,0.21428168,0.33388734,0.31593442,0.11519194,-0.3300786,-0.09229183,0.28577745,0.51456094,-0.21457076,0.37600994,-0.005736947,-0.024849176,-0.2955973,0.10280013,0.79634786,0.8091271
COPS7A,-0.064212084,0.11057705,0.06924868,-0.43240488,0.022476912,0.03159195,-0.25770366,0.1776576,-0.09076595,0.55374354,-0.16933978,-0.006595254,0.04017353,-0.12820661,0.44431835,-0.3878191
COPS7B,-0.23136139,0.50826967,0.057527423,0.41133165,-0.23634732,-0.16888082,0.359568,0.49957633,0.036409497,0.16830862,0.011143088,-0.14416277,-0.25612712,0.11895895,1.0723054,0.3634423
COPS8,-0.03732741,-0.12796521,0.04016757,0.17388165,0.066024065,-0.16160011,-0.3536284,0.002616644,-0.09266138,0.31300187,0.06532073,-0.0680387,-0.09421408,0.24805069,1.4394581,0.115805864
COPS9,0.5116396,-0.3611371,0.27288795,0.17025769,0.050276518,-0.008805096,-0.16180202,0.3500797,-0.36887974,0.43052733,-0.19038618,-0.1464285,0.030867755,0.17384142,0.522583,0.940574
COPZ1,0.15529692,0.39483905,0.19239485,0.082969666,-0.3781706,-0.3159374,-0.09442866,0.4889995,-0.09275377,0.5325198,-0.008150935,0.17167628,-0.39148033,0.068220496,0.77643394,0.73967576
COPZ2,-0.08445382,0.32735467,0.14788508,0.39321184,-0.029480457,-0.18690228,0.25234222,0.07210374,-0.25928617,0.026327372,0.11947751,0.23651719,-0.5047649,0.33148527,0.6902635,0.6176412
COQ10A,-0.064234436,0.2566129,-0.027818978,0.45351982,-0.07659495,-0.46943426,0.15387535,0.39786994,-0.10032952,-0.2082333,0.056159496,-0.10507703,-0.24556816,0.2088964,1.0685414,0.19480884
COQ10B,0.1334548,-0.076532364,-0.09827614,-0.15539676,-0.016739964,0.19699782,-0.2380535,-0.36226064,-0.24345964,-0.28431118,0.18736869,-0.08560121,0.33720136,0.19404143,0.8332655,-0.8787483
COQ2,0.19141361,-0.13757572,-0.045184046,-0.27218238,0.17808005,0.19043311,-0.5489193,-0.067511946,-0.27390942,0.5905196,-0.18462762,-0.07667318,0.26964024,0.14726445,0.41207448,-0.5287342
COQ3,-0.30074716,-0.24631023,0.2672553,-0.39060712,-0.14164448,0.3637433,0.37189722,0.09422898,-0.21454692,0.45605898,-0.06965399,-0.45074224,0.2970636,0.014877319,0.48292875,0.32871962
COQ4,-0.12226701,0.43851137,-0.039958954,0.42331815,-0.1157105,-0.20803213,0.31769872,0.49000978,-0.0331223,0.2659738,0.08352101,-0.3088832,-0.4633516,0.18291473,0.9021282,0.5046427
COQ5,0.2667375,-0.4659325,0.28384626,-0.22858977,-0.16667098,-0.11102185,-0.2619654,0.34260377,-0.26473552,0.5139053,-0.17520785,-0.29481873,0.1980938,0.13188049,0.7009864,0.5500853
COQ6,-0.060904026,0.37588775,-0.03964305,0.4746765,-0.05747974,-0.05837381,0.2129376,0.25390387,-0.11305213,0.30623674,0.033152103,-0.12763739,-0.4829079,0.21917224,1.1647522,0.18953085
COQ7,-0.24367869,-0.10024309,0.028297305,-0.3245145,0.15173256,0.32393336,-0.29006302,-0.116598606,-0.23773313,0.3396064,-0.10910332,-0.21435022,0.079372525,-0.15799105,0.22365451,-0.63731074
COQ8A,-0.21853149,0.47530234,0.025737286,-0.1371473,0.25019944,0.21261275,0.3636092,0.24436414,-0.024721026,0.09663701,-0.065496564,-0.5452663,-0.048828125,-0.04569292,0.7181555,-0.36411285
COQ8B,-0.030046701,0.004899502,0.10724068,-0.41041374,0.10519624,0.18417835,0.08958578,0.2862513,-0.26795268,0.27915835,-0.2468586,-0.28643012,0.14708638,-0.18206835,-0.08782148,-0.39553046
COQ9,-0.13627708,0.21259487,0.056388974,-0.15482306,-0.062158704,0.034168363,0.14027357,0.19213557,-0.066021085,0.5219355,0.020585954,-0.1540944,-0.12199283,0.017294288,1.1063337,0.31153262
