,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
PCBP2,0.16659498,0.42898655,-0.07508397,-0.018548965,-0.06711483,-0.29594898,0.35170317,0.16656518,0.1162827,-0.27081966,0.27572513,0.14425516,-0.4613459,0.16847849,0.2504468,0.16964674
PCBP4,-0.1957506,0.37294924,0.15554428,0.54339767,-0.21354258,-0.39639473,0.24603605,0.48847795,-0.13167858,-0.12034774,0.060796738,0.0015258789,-0.319466,0.34789145,0.7901609,0.36633015
PCCA,-0.093218684,0.42457283,0.14334917,0.034072995,-0.46972632,-0.30666888,0.29150844,0.15366971,-0.09179115,0.09564757,0.3699869,0.09794235,-0.2025634,0.28321445,1.1329681,0.35339296
PCCB,0.041994452,0.41354597,0.11934638,0.02824068,-0.16730428,-0.154531,0.40809214,0.24688542,0.11075437,0.28540194,0.052428246,0.21671951,-0.2910316,0.16602874,0.9711474,0.59921443
PCDH1,-0.11117458,0.24215579,-0.1547277,0.35203695,0.088733435,-0.15428066,0.7043302,-0.2704054,0.09551048,-0.233078,0.1866579,0.22143722,-0.052127242,0.10851622,0.35322905,0.35982132
PCDH9,0.12903512,0.34444034,-0.37895888,0.43329597,0.116954744,-0.14405027,-0.0970155,0.2121687,-0.040875375,-0.5893581,0.33984482,-0.69826245,-0.18552393,0.060887635,1.0561184,-0.071144104
PCED1A,0.07966161,0.34791827,-0.09239912,0.42234063,0.099897385,-0.16312599,0.45300126,0.49948692,-0.2864957,0.16747713,-0.011849403,-0.24887323,-0.37901998,0.32904744,0.9386301,0.29637814
PCED1B,-0.3433451,0.58478117,0.009784102,0.62931925,-0.23285896,-0.41255504,0.0076532364,0.4056126,0.10538101,-0.08867979,0.14672577,-0.13841987,-0.59490204,0.121846795,0.6312981,0.18994212
PCF11,-0.059446692,-0.02836287,-0.052544475,0.37344098,0.18879175,0.20375252,-0.06685257,-0.06405115,-0.076943636,-0.2639979,-0.079509616,0.0012785196,0.26694238,0.07721484,0.99214315,-0.6150335
PCGF1,0.39734095,-0.11327416,0.21710694,-0.12999922,-0.314413,0.09677112,0.15640557,0.2847731,-0.40543973,0.5858332,-0.02785027,-0.035773218,0.08663386,0.14864802,0.5430892,0.8177936
PCGF3,0.0996232,-0.2217412,-0.16137064,0.2952248,0.23109317,0.14240742,-0.34859776,-0.27585626,-0.0015616417,-0.17415285,-0.09239316,0.1861602,0.25995374,-0.02873838,0.61400235,-0.90307
PCGF5,-0.08916855,-0.042831898,-0.2696216,0.33311844,0.0818491,-0.5689502,-0.037926435,-0.37466884,0.35512447,0.0033974648,0.25718212,0.21239519,-0.42216182,0.13283491,-0.24778247,0.62481165
PCGF6,-0.016105175,-0.4283458,-0.052841008,-0.04568547,-0.052705407,-0.18418133,-0.27808845,-0.22489578,-0.193277,0.18314123,0.16520321,0.19471347,0.44205785,0.041261315,1.3100445,-0.15548915
PCID2,-0.065779686,0.035130978,0.03693998,0.33011436,-0.13844967,-0.21371543,0.14738739,0.2351135,-0.04325807,0.01052171,0.025217235,-0.1474753,0.11754036,0.29771924,1.3327197,0.25218874
PCIF1,-0.18112361,0.88104606,0.055602193,-0.09359419,-0.06581545,0.07143617,0.2755791,0.4656464,-0.3541276,0.14637113,-0.15660226,-0.12346804,-0.42690486,-0.081279874,0.11674464,-0.6315321
PCK2,-0.00037550926,0.37523508,0.103867054,-0.34193695,-0.24659038,0.014728308,0.24763942,-0.011369586,-0.1733303,0.6412536,0.14231503,0.21116436,0.05595088,-0.21848083,0.7640958,0.59191585
PCLAF,0.42622685,-0.26794374,0.03965497,-0.010243058,0.24755001,-0.1545906,-0.21196306,0.08639991,0.4407227,-0.0993669,-0.080394745,0.5315244,0.0384748,-0.068452954,0.70031583,0.45772493
PCM1,-0.28089583,-0.10629594,-0.00320673,-0.0088483095,0.010228157,0.0359267,-0.024819374,-0.10856986,0.016468763,-0.23111403,0.29700994,0.12177527,0.20739734,0.17085075,1.1446297,-0.26019514
PCMT1,0.20107627,-0.7589653,0.1225546,-0.5134657,0.15331954,-0.036525726,-0.6052777,0.18476695,-0.14348924,0.18416196,-0.27957857,-0.089240074,0.5337149,-0.1883179,0.09507984,-0.046496093
PCMTD1,-0.11202097,-0.58276355,-0.02835989,-0.30412674,0.24603903,0.20624399,-0.33538938,-0.3460303,-0.10437071,-0.07303059,-0.03517866,-0.22536814,0.63596815,0.11624843,0.72915107,-0.66908747
PCMTD2,-0.14940947,-0.14017224,-0.272803,-0.105234236,0.23778304,-0.004477054,-0.098119676,-0.41444227,0.049165636,0.13205782,0.19089952,-0.22468045,0.3297232,0.22217855,1.2810372,-0.45380592
PCNA,0.2716452,-0.05236566,0.10651648,-0.09817034,-0.080390275,-0.13086796,-0.1714468,0.17730519,0.2664104,0.1589708,-0.034862757,0.19351318,0.056681037,-0.016195327,0.96976835,0.56301355
PCNP,0.13581812,-0.30408204,-0.0083088875,0.07438511,0.0513494,-0.16433671,-0.2668932,-0.13517886,-0.066027045,-0.046941638,0.14605969,0.0005200505,0.29682443,0.29159933,1.2262151,-0.13936087
PCNT,-0.19527078,0.38930774,-0.021803379,0.5209863,-0.0047683716,-0.18181205,0.55187345,0.16697049,0.11077523,-0.21797419,0.080406666,0.16084313,-0.099778175,0.18668771,0.95795393,0.16803741
PCNX1,-0.033134222,-0.06960034,0.026234984,-0.5055666,0.07536411,0.36932528,-0.024923682,-0.060749054,-0.47366917,-0.08426607,-0.097450614,-0.056266785,0.47613382,-0.24024546,-0.09390712,-0.96677244
PCNX2,-0.19030124,0.50380677,-0.029312074,0.53476244,-0.16966015,-0.30114204,0.13083965,0.32302886,0.029109418,-0.11331141,0.14501959,-0.09878874,-0.3554225,0.2578631,0.9103015,0.079114735
PCNX3,-0.25886893,0.96830726,-0.024920702,0.38176775,0.05108118,0.036525726,0.47785044,0.58552027,-0.011968613,0.08298159,-0.16566515,-0.38529634,-0.33225417,0.09595752,0.68675876,-0.2653718
PCNX4,-0.21471865,-0.0026583672,-0.1451049,0.14432073,0.13531037,0.051178783,-0.10142289,-0.31105876,0.08635633,-0.1575876,0.17662719,-0.20856187,0.20410568,0.27472937,1.1114839,-0.6219119
PCOLCE,-0.186643,0.4021883,0.12758374,0.31006038,0.079098344,-0.0049352646,0.40573776,0.3976047,-0.31039715,-0.0002503395,0.012609363,0.013238192,-0.20407438,0.086957216,0.5169064,0.33842623
PCP2,-0.21612644,-0.03261268,0.13017654,-0.025036931,0.114411116,0.25058985,0.6481707,0.34577847,-0.3317058,0.042909384,-0.24077892,-0.45528412,0.1734376,-0.0990808,0.14840364,0.16282797
PCSK1N,-0.37753135,7.599592e-05,-0.20668507,0.42849183,0.16903728,-0.34023896,0.2010949,-0.1225248,0.28407574,0.24080426,0.20890906,0.012706965,-0.4952699,-0.060275942,-0.5186707,0.7921666
PCSK5,0.20838976,0.428617,-0.34195185,0.14512539,0.020086765,0.09255409,0.33311844,-0.24203062,-0.27005076,0.15774965,0.33857226,-0.10723472,-0.03351569,0.16307831,0.9291947,-0.50014853
PCSK6,0.17090291,-0.14677644,-0.5653262,-0.6987184,-0.17552674,-0.16511679,0.44697374,-0.058443844,0.16128272,0.008128583,0.38798153,-0.51695853,0.11843294,0.0050753355,-0.09855777,-0.3602475
PCSK7,-0.21355152,0.56418777,-0.15159845,0.5123317,-0.021994114,-0.28249025,0.17390251,0.31397343,0.1839757,-0.105428696,0.05530119,-0.2757132,-0.21765828,0.1956582,0.94958544,-0.28897524
PCTP,-0.1252994,-0.43007433,-0.13848841,-0.5873814,0.21027476,0.116847456,-0.14416724,-0.23887306,0.1375243,0.2013132,-0.09563863,-0.09585172,0.28773695,-0.06912202,-0.42893738,-0.25876015
PCYOX1,-0.4007101,0.039047003,0.042183697,-0.27399957,-0.06625056,-0.050087273,0.09435117,0.12382269,0.031340122,0.11624098,0.15607029,-0.509505,0.24176538,-0.01463294,1.0680825,0.009661913
PCYOX1L,0.07445216,0.38263798,-0.033134222,0.12822747,0.1838386,-0.05903244,0.06839037,0.23416877,0.15663505,0.28967857,0.022739172,-0.27757883,-0.34316182,0.16158223,1.1583626,-0.055116415
PCYT1A,-0.12996495,-0.029230118,-0.011646748,-0.27105808,-0.13896227,0.061011314,-0.6075442,0.042265654,-0.15323758,0.3537953,-0.20920634,0.19769669,0.36238432,-0.4230678,0.07060468,-0.8810282
PCYT2,-0.18354654,0.49679577,0.04506111,0.4687816,-0.06366074,-0.26658475,0.4209876,0.61508715,-0.036245584,0.30090213,-0.11951327,-0.16589165,-0.5596489,0.23318529,0.8265108,0.28885603
PDAP1,-0.11846423,0.5785614,0.22127926,-0.10780394,-0.1548469,-0.027251244,0.027519464,0.55068135,-0.3910035,0.60922503,-0.11975765,0.22178888,-0.14270842,-0.14066398,0.71997046,0.31914115
PDCD1,0.060760975,0.640291,0.08307248,0.5394846,-0.06527752,-0.3515765,0.13153404,0.27742684,0.066265464,-0.19535422,0.084760785,0.33610165,-0.23670793,0.24803132,0.6600827,0.29928982
PDCD10,-0.014023483,-0.9649679,-0.00243783,-0.2820447,0.14835298,0.019606948,-0.5469337,-0.2635002,-0.2450794,0.16654432,-0.085651875,-0.29858053,0.53613335,0.09003878,0.16428083,-0.14425218
PDCD11,-0.46099126,0.5403489,0.12510121,0.45152605,-0.35983324,-0.13787746,0.31680763,0.3434688,0.03864467,0.0854373,0.1241982,-0.112086535,-0.37079155,0.07763207,0.9836644,0.07688999
PDCD2,-0.0014502555,-0.05383864,0.043796375,-0.090847164,-0.05501993,-0.2838392,-0.31974912,0.16485937,-0.19218437,0.4222315,0.017711148,-0.2973173,0.0809364,0.22104084,1.2729329,0.22729859
PDCD2L,0.03992021,0.13172626,0.07907003,0.18106252,-0.28320998,-0.40200055,-0.21037906,0.23554713,-0.28511435,0.13699979,0.10969937,-0.1377374,-0.19816756,-0.023555756,1.1177301,0.25270134
PDCD4,-0.17951727,0.4543364,-0.05942583,0.31710267,-0.06479919,-0.0685364,-0.1693517,-0.034579635,-0.00061392784,-0.41768253,0.21839738,-0.29669404,-0.16350746,0.32821596,0.9748131,-0.52669346
PDCD4-AS1,0.38910583,0.88223594,-0.011996925,0.14624149,0.25828853,0.47338828,0.44399202,0.04143417,0.08915812,-0.2593033,0.016788393,-0.653819,-0.72123855,0.35075843,0.3411904,-0.28255582
PDCD5,0.072449446,0.02824068,0.13086796,0.29962882,-0.14084801,-0.11897087,-0.15094876,0.18275306,-0.16801134,0.3281787,-0.09168014,-0.08183941,-0.14570281,0.1982525,1.2420759,0.5832948
PDCD6,-0.006598234,-0.19297004,-0.0077724457,-0.2853483,0.15480816,0.07018447,-0.2250582,0.09529889,-0.01667142,0.25954247,-0.18130541,-0.55544376,0.15366673,0.021708012,0.3599167,-0.046658516
PDCD6IP,-0.10679066,0.10025054,-0.015890598,-0.42393506,-0.21058768,0.14380515,-0.26907027,-0.04671514,-0.11071712,0.26732385,0.10766983,0.06978959,0.26076734,-0.046795607,0.8119002,-0.6991863
PDCD7,-0.23326576,0.20383,-0.0032484531,0.35969913,-0.15076399,-0.2099365,0.13601482,0.20025373,0.022101402,-0.007557869,0.11085868,-0.076681376,0.008204579,0.18919706,1.3250589,0.017154217
PDCL,-0.17234087,-0.056430697,-0.11805594,-0.1723051,0.09517968,-0.14122725,-0.1719296,-0.16405582,0.051897764,0.28678775,-0.011321902,-0.22426248,0.30876398,-0.08070767,0.8104652,-0.020116568
PDCL3,0.013244152,0.34185648,0.17000437,0.38696527,-0.4457116,-0.19658804,-0.11653304,0.15753508,-0.15615821,-0.06119013,0.28621554,0.1006186,-0.30589104,0.24548173,1.0317743,0.34646988
PDE12,-0.2485156,0.3631428,-0.028416514,0.2608508,-0.12839735,-0.32412857,-0.17406642,0.06822795,-0.08191317,0.07900745,0.17198026,0.15029907,0.08419454,0.17567128,1.3020068,-0.24538189
PDE1B,-0.43013692,0.08947849,0.24092197,-0.44625998,-0.22064447,0.19772649,-0.17783046,0.26043057,-0.28252602,0.7297635,-0.27809143,-0.23611188,0.37704706,-0.38983822,-0.11781454,-0.15664697
PDE3B,-0.1696825,-0.16625151,-0.12479797,-0.054867566,0.40011704,0.029855967,-0.29471144,-0.31920373,-0.06090328,-0.2846852,0.06762296,0.04059598,0.24419278,0.037661195,0.7538885,-1.1120707
PDE4A,0.0055730343,0.5755544,-0.0033915043,0.4422784,-0.1888454,-0.25746822,0.24398565,0.20824075,-0.0726223,-0.1368165,0.10073185,0.47891736,-0.24428964,0.18150806,0.55742264,0.123786926
PDE4B,0.022351742,0.64225197,-0.0939548,0.51043034,0.0684917,0.08157492,0.10352135,-0.03451705,0.06463528,-0.42937994,0.31175017,-0.0012695789,-0.40311217,0.4125476,0.77944994,-0.4807055
PDE4D,0.0569582,0.14784634,0.033926964,0.3246963,-0.050714612,-0.3040582,-0.16889274,-0.00015497208,-0.116074085,-0.23170114,0.08125901,0.36552548,-0.0056266785,0.044846535,0.8558214,-0.29528737
PDE4DIP,-0.4033178,0.24215281,0.06445646,0.107206404,-0.2322048,-0.08594692,0.2304256,0.17934442,-0.19652545,0.06946325,0.20308942,-0.42186975,-0.004723668,0.0494048,1.1227846,0.2941966
PDE5A,-0.3394097,-0.076168776,-0.2854973,-0.46492517,-0.104776025,-0.21289885,-0.05182326,-0.050023198,0.07494092,0.074124336,0.23965538,-0.46310723,0.24508536,-0.04117489,0.34886003,-0.6558597
PDE6B,-0.06172061,0.52625537,-0.038564205,0.52629113,-0.0962913,-0.35046935,0.034475327,0.354743,-0.21928549,0.15984774,0.13301969,-0.007843971,-0.5613923,0.18906593,1.0025084,0.19497871
PDE6D,0.23712367,0.23709834,0.12494624,-0.41664392,-0.014355779,-0.042650104,-0.34543276,0.3521964,-0.21371543,0.49153268,-0.010180473,-0.34676492,0.020998716,-0.038784742,0.93495846,0.16691685
PDE6G,0.42375326,0.49606562,-0.076150894,0.3451228,-0.16803741,-0.2050519,0.16874671,0.36243796,0.06133318,0.41525364,-0.060617924,0.06252527,-0.4485011,0.07801652,0.63320994,0.5674362
PDE7A,-0.048542023,0.29571503,-0.13334602,0.4680559,0.07949844,-0.13170764,-0.23712665,0.0969708,-0.08811429,-0.3074512,0.008490682,-0.23327842,-0.06502867,0.14600009,1.0856615,-0.48595956
PDE8A,-0.0054955482,0.47686845,-0.27789176,0.39663464,0.07502437,-0.20379722,-0.05877018,0.05594492,-0.02450645,-0.06810725,0.24411827,-0.097844005,-0.2188623,0.14256239,1.1492953,-0.17645955
PDE9A,-0.14317185,0.39768964,-0.09390861,0.35746098,0.109387934,-0.12232214,-0.27885884,0.063923,-0.089369714,-0.27588606,0.28377473,-0.3329873,-0.5720034,-0.16792119,0.6502181,0.093500316
PDGFA,-0.4773438,-0.135158,-0.29712915,-0.17438531,-0.077039,-0.12872443,0.28226227,-0.2957508,0.22450238,-0.043049455,0.31162724,-0.098183006,-0.14612451,-0.2671942,0.19819587,0.040888786
PDGFB,-0.56841373,0.22504926,0.0073611736,0.14458,-0.27257204,-0.26522577,0.39194226,0.07825494,0.06990433,0.02424717,0.42256117,-0.19302666,-0.27409792,0.09667575,1.0847151,0.07278919
PDGFC,-0.34518242,-0.6072819,-0.07165074,-0.59500337,0.07418394,-0.0996232,-0.28838217,-0.22098422,-0.13907552,0.28580427,0.024181604,-0.024673343,0.5128026,-0.26404858,0.036633015,-0.32324195
PDGFD,-0.20638704,0.13219118,0.06238222,0.45031905,-0.13635159,-0.33667088,0.3552854,0.15313625,-0.16230345,-0.11817217,0.15441775,0.16925335,-0.16404986,0.41724443,0.9960294,0.001335144
PDGFRB,-0.18552542,0.3928244,0.036668777,0.48127174,-0.114160776,-0.25528073,0.3758669,0.08227825,-0.069618225,-0.153929,0.1280129,0.31951666,-0.3193617,0.27581453,0.56765676,0.16970038
PDHA1,0.21841824,0.06689131,0.12807548,0.23262799,0.046232343,-0.2301693,-0.13526976,0.46913624,0.31119287,-0.08781552,-0.050774217,0.30837357,-0.119665265,-0.023916364,1.1292964,0.51594675
PDHB,-0.08815378,0.2817601,0.121197104,-0.3746748,-0.23602247,-0.10545552,-0.15026331,0.1552403,-0.18226206,0.6130427,0.01244247,-0.10806024,0.020569563,-0.1768887,0.76971054,0.043469667
PDHX,-0.14258325,-0.05455017,-0.031489134,-0.035220385,-0.24223179,-0.1908794,-0.12310594,-0.07030815,-0.07727593,0.25246888,0.17084032,0.17191917,0.27878433,0.15843809,1.5347391,0.015129149
PDIA3,-0.17312765,0.51484966,0.2937723,0.17420165,-0.325422,-0.108483806,0.054042414,0.18265545,-0.08294769,0.04835725,0.19693486,0.33100137,-0.24196282,0.031598657,0.7702559,0.2003219
PDIA4,-0.110852346,0.2899669,0.27820915,0.18073618,-0.31834394,-0.08675605,0.19549951,0.13119206,-0.13973303,-0.030539185,0.20405278,0.3491953,-0.12327582,0.083621964,0.86558056,0.20361803
PDIA5,0.32428503,0.2014786,0.10186434,-0.23356676,0.017014146,0.07323027,0.036141276,0.26598573,0.09651184,0.33954978,0.05353391,0.2986461,-0.3801167,-0.12516975,0.8468121,0.19915402
PDIA6,-0.07203519,0.21654963,0.38432777,-0.10716468,-0.4042253,0.056111813,-0.052823126,0.021067262,-0.10353923,0.14717579,0.23677796,0.25618076,0.14471859,0.0836581,0.8957952,0.101312995
PDIK1L,-0.1479581,-0.50043243,-0.09305179,-0.0047191978,0.1757972,-0.21623969,-0.36851317,-0.17221272,0.024022162,0.0921458,0.0023886561,-0.1324758,0.43864548,0.10634586,1.2606428,-0.18149242
PDK1,0.18044561,-0.020711124,-0.033162534,0.18462837,0.004091859,0.028814375,-0.05429834,-0.10781586,-0.313133,-0.3066495,-0.009039044,0.67762583,0.032171607,-0.0042557716,0.7110864,-0.563553
PDK2,-0.33204556,0.44745803,-0.22957921,0.085902214,-0.015300512,-0.43357015,0.25379062,0.09096861,0.16777515,0.31317472,0.19900799,0.20638108,-0.43486357,0.09368658,0.55242777,0.3798604
PDK3,-0.09094179,0.08875728,0.21899045,-0.51401854,0.053229928,0.28563738,-0.061056018,0.12960434,-0.15054345,0.16475618,-0.2304703,-0.536716,0.19326806,-0.12922883,-0.014543533,-0.36364794
PDK4,-0.18493906,-0.27162805,-0.23189634,-0.57879317,0.045502186,0.17747581,-0.19734949,-0.85995793,-0.3308989,0.4896775,0.4007548,0.04445538,0.14516562,-0.031360984,0.72499514,-0.17748624
PDLIM1,0.007389486,0.30920506,-0.29191226,-0.15679747,-0.24556518,-0.31823963,0.45101792,0.1952678,0.11154264,-0.20583719,0.5120009,-0.1035884,-0.539881,-0.05439818,0.41623116,0.20940155
PDLIM2,-0.052660704,0.61930716,-0.017383695,-0.047567487,0.04030168,0.25813282,0.15490353,0.21400452,-0.11192858,0.38140118,-0.10461509,-0.64944625,-0.24550855,0.344792,0.30234754,-0.49125254
PDLIM5,0.088879466,0.20769536,0.20980239,-0.4048556,-0.47945082,0.11306107,-0.10385811,0.21454096,-0.18045604,0.16677678,0.2412945,0.22204518,0.3327936,0.02963245,1.1941016,-0.12025833
PDLIM7,0.47467202,0.5153075,0.05452335,-0.22727698,-0.091052055,0.48722178,0.32692552,0.31532347,-0.21409392,0.12820363,-0.25587827,-0.1229763,-0.3834188,0.019542873,-0.84534585,-0.31607747
PDP1,-0.14884323,-0.028902292,-0.20099431,0.08921474,-0.0006631017,-0.082962215,-0.37118793,-0.33584982,0.07778853,-0.020298362,0.29663742,-0.3292352,0.39120018,0.20293742,1.1372731,-0.43334365
PDP2,-0.30023456,0.31414777,-0.020709634,0.4934676,-0.23989007,-0.22509396,0.3141567,0.11170283,-0.07637441,-0.18704385,0.085406005,-0.16955137,0.24609864,0.20286813,1.3388306,0.038994104
PDPK1,-0.19641817,0.16677976,-0.16688704,-0.073590875,0.24146736,0.1944691,0.0033676624,-0.34154952,0.17944723,-0.228104,0.070513785,-0.09266138,0.14152378,0.13973713,0.65198094,-0.9101674
PDPR,-0.23685396,0.3886789,0.08341968,0.34166873,0.025200844,0.051498413,0.25490522,0.23650229,0.08507669,-0.2689153,0.045397878,-0.29384792,-0.34180582,0.21517277,1.0486275,-0.31155646
PDRG1,0.057723373,0.36751553,0.21835789,0.2618417,-0.1758419,-0.085330755,0.049518794,0.59390295,-0.24288893,0.25790855,-0.05128905,-0.22886693,-0.25442764,0.089972466,0.81868845,0.67263246
PDS5A,-0.223732,0.1930952,0.023049116,0.17120838,-0.07023215,-0.2066195,-0.1734078,0.082847476,-0.04155636,-0.14689863,0.18449724,-0.017130375,0.022888184,0.19772649,1.2255073,-0.15105307
PDS5B,-0.2758324,-0.22603571,-0.021791458,-0.28127134,-0.05915165,0.10308027,-0.28513968,-0.2396971,-0.22873878,-0.008606911,0.06868541,-0.16905367,0.46972632,0.066676736,0.9150326,-0.677073
PDSS1,-0.049212575,-0.39993227,0.028002262,-0.41940212,-0.113126636,0.05671978,-0.3445804,-0.088617206,-0.26978552,0.28179288,-0.11314452,0.0523746,0.6131768,-0.46476126,-0.1419723,-0.36186576
PDSS2,-0.02129078,0.15376806,0.057685375,0.036352873,-0.110816956,-0.23608208,-0.12860894,0.121068954,0.06299019,0.09402633,0.11060834,0.09724498,-0.123006105,0.29132366,1.2432218,0.06530881
PDXDC1,0.06789565,0.3498137,-0.06003976,0.264284,-0.05400777,-0.26916564,0.013160706,0.24210513,0.07312894,-0.153476,0.19460917,0.14081597,-0.12839139,0.17576814,1.1224031,0.04159808
PDXK,0.3483534,0.10752827,0.16584396,-0.15072674,0.1447767,0.18236339,0.22600144,0.46659708,0.13750792,-0.051552057,-0.21015704,-0.30712038,0.2362892,0.0630334,0.39299726,0.27522296
PDZD11,0.15873611,-0.024017692,0.3283143,0.071418285,-0.37898123,-0.19255877,0.015297532,0.3961146,-0.10822415,0.35745203,-0.07866025,-0.0759393,-0.11419356,0.21962523,0.8151829,0.7959157
PDZD4,-0.14992952,0.36663413,0.0005722046,0.5427003,-0.2058506,-0.29146075,0.6171942,0.3880024,-0.1662612,-0.03169775,0.023007393,0.12215972,-0.28357506,0.49273968,0.72532296,0.257504
PDZD8,-0.008183718,-0.30350685,-0.07460117,-0.44368505,0.14304817,0.0051677227,-0.29335022,-0.35831928,-0.06415844,-0.37934184,0.10458231,-0.031363964,0.46138763,0.05314946,0.47228932,-0.88596046
PDZK1IP1,0.19031018,-0.07466823,-0.30598342,0.056391954,0.19569546,-0.5417198,0.24707615,-0.16091913,0.29064715,0.07967055,0.11237115,-0.100287795,-0.36872774,0.07370114,-0.4238963,0.84231794
PEA15,0.17332137,0.5572319,-0.050988793,0.404796,-0.4189372,-0.19074678,-0.064221025,-0.0033199787,-0.04748702,0.19465685,0.37254393,0.22072792,-0.24196506,0.24897456,0.91707706,0.2975583
PEAK1,0.20395368,0.08632988,-0.14287233,0.13501197,0.08713454,-0.17773211,-0.08016229,0.06373376,0.14843792,-0.16651899,0.103493035,0.51497966,0.20447224,-0.08011013,1.0093317,-0.14098883
PEAK3,-0.21781921,-0.19770563,0.112468004,-0.5781114,0.02208352,0.24127364,-0.058028102,0.14201999,-0.16056001,0.16093552,-0.19755363,-0.051423907,0.19968748,-0.25491118,-0.48121214,-0.5247325
PEBP1,-0.07864237,0.30260682,-0.06096959,0.39468706,-0.029805303,-0.29871166,-0.03296733,0.23958087,-0.014308095,-0.12673438,0.3027439,-0.004079938,-0.5245298,0.24279058,0.9601116,0.18056631
PECAM1,-0.074760616,0.70415735,0.10084361,-0.50550103,-0.30282438,0.5680874,0.10313094,-0.28956085,-0.032773614,0.6453186,0.04864782,-0.5371645,0.012533367,0.12946576,0.31977296,-0.40427446
PECR,0.124421716,-0.7951006,0.09253025,-0.70962906,0.26861876,-0.04108101,-0.22955537,0.20995587,-0.0685215,-0.01822114,-0.28980374,0.23216307,0.4778996,-0.33147484,-0.14368594,-0.3467679
PEF1,0.39410293,0.51780045,0.06741583,-0.13867319,-0.07130206,-0.25109053,-0.37856698,0.6589055,-0.27087927,0.2546072,-0.20086169,0.6152183,-0.34422278,-0.34900606,0.10641217,-0.06387234
PEG10,-0.5223699,0.58137554,-0.22133738,0.33659786,0.051995367,-0.18634945,-0.063251704,0.065653026,0.10027513,-0.5432129,0.52202344,-0.25648028,-0.18768907,0.015962124,0.8453332,-0.06591678
PELI1,-0.048808753,0.00049620867,-0.15767664,-0.06760508,0.30445755,0.29404014,-0.12885332,-0.5311385,-0.12090057,-0.29040128,0.24761707,0.20872205,0.114269555,0.1712218,0.43391138,-1.1055694
PELI2,0.26381704,0.15910846,-0.057587586,-0.26807395,0.1159342,0.41174704,-0.050329603,-0.39635283,-0.11459589,-0.17694068,0.107606314,0.011851452,0.31947568,0.13460536,0.6411413,-1.0466745
PELI3,-0.16085207,0.36901534,0.019311905,-0.15599728,-0.12685657,0.22387207,-0.022286177,-0.10441244,-0.33393204,0.8489758,-0.010538101,-0.17770529,0.15154779,-0.2453655,0.15042722,-0.06482005
PELO,0.6526053,-0.22691637,0.12830496,-0.3116995,-0.2565518,0.14292747,-0.13870746,0.3205493,-0.3388241,-0.28083175,-0.21546185,0.44210702,0.09281337,-0.21161288,-0.3849283,-0.5712688
PELP1,-0.25133193,0.5962372,0.027659535,0.57181716,-0.2028346,-0.25284886,0.3248334,0.47086775,-0.03928542,-0.07108748,0.09436011,-0.018253922,-0.40026307,0.1545906,0.8767724,0.1739353
PEMT,0.15964508,0.5723834,0.15340447,0.16149282,-0.19167662,-0.105798244,0.09357929,0.47265887,-0.16576052,0.5523443,-0.0033080578,-0.08773208,-0.53412914,0.22403002,0.8345604,0.4336238
PEPD,-0.072684884,0.5256146,0.02259314,-0.08044839,-0.3505826,-0.20121038,0.32654107,0.22333562,-0.36506057,0.6821066,0.07727742,-0.20561814,-0.2325356,0.15730262,0.66348016,0.3219366
PER1,0.043669343,0.3878653,-0.03336072,0.24681091,0.38476884,0.06469786,0.39045513,-0.109770894,-0.15893877,-0.3339976,0.070503354,0.6113708,-0.3796935,0.18042624,0.2317518,-0.17311871
PER2,-0.026226044,0.52211285,-0.16664267,0.31891465,0.08645058,-0.15516877,-0.0574708,0.10263324,0.026780367,-0.31555295,0.15414357,-0.01423955,-0.04197359,0.06895661,0.8842349,-0.3637433
PER3,-0.08778572,0.3323555,-0.08935928,0.433743,0.14775991,-0.191015,0.2035737,0.034338236,0.08881688,-0.08519292,0.10256767,0.04492998,-0.37137866,0.2560377,1.0723889,0.09856224
PERP,-0.07328093,0.32230318,0.25926232,0.40737092,-0.11733472,-0.36196262,0.13981164,0.11758208,0.051878393,-0.43845177,0.28793812,0.50109625,-0.31788796,0.20827353,1.057087,0.31456053
PES1,-0.062212348,0.4486546,0.107844174,-0.0703156,-0.40184408,-0.1066193,0.2959475,0.19995719,-0.25881082,0.49500912,0.17705709,0.185211,-0.28985292,0.012697279,0.8196011,0.37556738
PET100,0.29050112,-0.6687999,0.17931461,-0.036787987,0.24012327,0.19389391,-0.4418373,0.012469292,-0.47837496,0.26735067,-0.34167767,-0.06791353,0.14908314,-0.18724203,-0.14051199,0.5592346
PEX1,-0.3082484,0.1293689,-0.067035854,0.18336475,0.06174147,-0.12025386,-0.20391941,-0.06450713,-0.031106174,0.10229796,0.17787069,-0.17314404,-0.07569492,0.14161468,1.3880819,-0.49931407
PEX10,-0.016181171,0.57751834,-0.15269667,-0.20974949,0.031089783,-0.2294451,-0.13051629,0.122103095,-0.22039711,0.86565316,0.09153932,0.124165416,-0.46217293,0.043146312,0.85341036,0.08563474
PEX11A,-0.46865344,-0.2918966,0.11069998,-0.21586493,-0.08971691,-0.059901923,0.12987629,0.07199049,0.03530383,0.3601335,0.13017803,-0.4602909,-0.10082796,0.15887767,0.91138035,0.22109374
