tissue,pc,score
blood,2,-30.08085060119629
blood,2,-27.472129821777344
blood,2,-44.044368743896484
blood,2,-19.763866424560547
blood,2,-0.12437628209590912
blood,2,-30.9635066986084
blood,2,-13.102538108825684
blood,2,6.970876693725586
blood,2,84.75630187988281
blood,2,34.28670883178711
blood,2,-42.34406661987305
blood,2,-29.695796966552734
blood,2,-5.832719802856445
blood,2,66.48402404785156
blood,2,19.47468376159668
blood,2,-22.72318458557129
blood,2,-48.23960876464844
blood,2,-75.48506927490234
blood,2,9.288795471191406
blood,2,66.16312408447266
blood,2,54.062259674072266
blood,2,-2.3863325119018555
blood,2,17.8554630279541
blood,2,73.77392578125
blood,2,-12.916866302490234
blood,2,64.63179779052734
blood,2,41.84031677246094
blood,2,78.05347442626953
blood,2,-51.88399887084961
blood,2,-5.93149471282959
blood,2,77.97917175292969
blood,2,-63.18058776855469
blood,2,-82.44206237792969
blood,2,-31.97984504699707
blood,2,-36.64189910888672
blood,2,14.33981704711914
blood,2,33.16986083984375
blood,2,-37.40799331665039
blood,2,38.06113052368164
blood,2,30.4979248046875
