pc,var_explained_pct,cum_var_pct,pos_term,pos_library,pos_adj_p,neg_term,neg_library,neg_adj_p,best_continuous_var,best_continuous_rho,best_categorical_var,best_categorical_eta2
211,0.019187995,94.29187999999999,RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Keratinocytes R-HSA-8939242,Reactome_2022,0.0198294629629824,TNF-alpha Signaling via NF-kB,MSigDB_Hallmark_2020,0.0336260019756453,AGE_mid,0.1056534045274356,SMNABTCH,0.1204960445616249
212,0.01913586,94.31101,Activation Of Matrix Metalloproteinases R-HSA-1592389,Reactome_2022,0.1141091132037127,Metabolism Of Fat-Soluble Vitamins R-HSA-6806667,Reactome_2022,0.0031646757055488,AGE_mid,0.0430704303176646,SMNABTCH,0.2239783449142278
213,0.01912673,94.33014,NFATC2 mouse,TRRUST_Transcription_Factors_2019,0.0719164395434843,PPARD human,TRRUST_Transcription_Factors_2019,0.212361606726992,SMRDLGTH,0.0417108992400808,SMNABTCH,0.1691266815329159
214,0.019030736,94.34917,"Negative Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000562)",GO_Biological_Process_2023,0.0219287172523433,FOXA1 mouse,TRRUST_Transcription_Factors_2019,0.2595347835421857,AGE_mid,0.0442503419627955,SMNABTCH,0.2402101862481398
215,0.018930004,94.3681,Glycolysis,MSigDB_Hallmark_2020,0.1504938148800071,TAL1 human,TRRUST_Transcription_Factors_2019,0.3695091957049662,AGE_mid,0.0966101331152594,SMNABTCH,0.2015288427957156
216,0.018853713,94.38695299999999,Receptor-Mediated Endocytosis (GO:0006898),GO_Biological_Process_2023,0.0004501710803976,MYOG mouse,TRRUST_Transcription_Factors_2019,0.2966817438345412,SMRIN,0.0520386549506656,SMNABTCH,0.1433899495677335
217,0.018770898,94.40572,Fertilization R-HSA-1187000,Reactome_2022,0.0389386213138827,UV Response Dn,MSigDB_Hallmark_2020,0.0224512943839857,AGE_mid,0.0102803064425907,SMNABTCH,0.1500373587113219
218,0.018634085,94.424355,KRAS Signaling Up,MSigDB_Hallmark_2020,0.1197569350472314,Cellular Response To Alcohol (GO:0097306),GO_Biological_Process_2023,0.1915141115233631,SMRIN,0.0488229143711292,SMNABTCH,0.1885924715215658
219,0.018618532,94.442976,Serine Biosynthesis R-HSA-977347,Reactome_2022,0.0336411259670288,Estrogen Response Late,MSigDB_Hallmark_2020,0.1708308168908189,SMRDLGTH,0.0322612713907035,SMNABTCH,0.1999302859437416
220,0.018579318,94.461554,Activation Of Matrix Metalloproteinases R-HSA-1592389,Reactome_2022,0.1156338678899615,Metallothioneins Bind Metals R-HSA-5661231,Reactome_2022,0.0602086687377164,DTHHRDY,0.0293051478522217,SMNABTCH,0.175089671318805
221,0.018542599,94.4801,Regulation Of Dendritic Cell Differentiation (GO:2001198),GO_Biological_Process_2023,0.1368285475550744,Biosynthesis Of DHA-derived SPMs R-HSA-9018677,Reactome_2022,0.1151228060749108,AGE_mid,0.0361178651718913,SMNABTCH,0.1214955659222426
222,0.018482926,94.49858,Fatty Acid Metabolism,MSigDB_Hallmark_2020,0.0376772500006719,MYCN mouse,TRRUST_Transcription_Factors_2019,0.0083904925941295,SMRDLGTH,0.034616797103584,SMNABTCH,0.2103772223969052
223,0.018344077,94.516927,NANOG human,TRRUST_Transcription_Factors_2019,0.1113866272023907,Reverse Cholesterol Transport (GO:0043691),GO_Biological_Process_2023,0.0004534552689078,SMRIN,0.0295940220381225,SMNABTCH,0.1566785668528335
224,0.018280905,94.53521,LMX1B human,TRRUST_Transcription_Factors_2019,0.0915749593777699,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0870998840856798,AGE_mid,0.0293997672546025,SMNABTCH,0.1509422647165488
225,0.018267508,94.553477,"Glycine, serine and threonine metabolism",KEGG_2021_Human,0.0996901664247462,RUNX3 mouse,TRRUST_Transcription_Factors_2019,0.2383213046255034,AGE_mid,0.0520403072727632,SMNABTCH,0.1479792378880244
226,0.018174824000000003,94.57164999999999,NKX2-1 mouse,TRRUST_Transcription_Factors_2019,0.3734509332650213,Endogenous Sterols R-HSA-211976,Reactome_2022,0.0645591824209453,SMTSISCH,0.0362850476228304,SMNABTCH,0.1395008045939882
227,0.018067461,94.589716,Xenobiotic Catabolic Process (GO:0042178),GO_Biological_Process_2023,0.025710152567378,SPI1 human,TRRUST_Transcription_Factors_2019,0.039926382751205,SMRDLGTH,0.0749889506312419,SMNABTCH,0.2116331109413533
228,0.018027093,94.60773999999999,Myogenesis,MSigDB_Hallmark_2020,0.1586286156843318,Actin Filament-Based Transport (GO:0099515),GO_Biological_Process_2023,0.0391043126952217,SMRDLGTH,0.0442841027248453,SMNABTCH,0.1110216870001493
229,0.018001101999999998,94.62574000000001,CEBPA human,TRRUST_Transcription_Factors_2019,0.0235295133731757,Negative Regulation Of Leukocyte Chemotaxis (GO:0002689),GO_Biological_Process_2023,0.1839964660407059,SMRIN,0.0313082563660302,SMNABTCH,0.1228207117229062
230,0.017949163,94.64369,GATA6 mouse,TRRUST_Transcription_Factors_2019,0.3413683670996962,IL-2/STAT5 Signaling,MSigDB_Hallmark_2020,0.0182140844034745,SMRIN,0.0447730320021407,SMNABTCH,0.1960982874546058
231,0.01789581,94.66158,Amyloid Precursor Protein Metabolic Process (GO:0042982),GO_Biological_Process_2023,0.0230029533286154,MYB human,TRRUST_Transcription_Factors_2019,0.0351412577044869,SMRIN,0.0286576218554443,SMNABTCH,0.1791026812199291
232,0.017821451,94.679403,BCL3 mouse,TRRUST_Transcription_Factors_2019,0.3759891222850669,EGR2 human,TRRUST_Transcription_Factors_2019,0.2113263970845829,SMRDLGTH,0.0394819227205273,SMNABTCH,0.2701842181881332
233,0.017779665,94.697183,Dissolution Of Fibrin Clot R-HSA-75205,Reactome_2022,0.1161761942470323,Peroxisome,KEGG_2021_Human,0.1294726663232329,SMRIN,0.0320500443406634,SMNABTCH,0.1262115652405351
234,0.017745075,94.71493,MYOD1 mouse,TRRUST_Transcription_Factors_2019,0.0826736730382995,BMI1 mouse,TRRUST_Transcription_Factors_2019,0.3328577607618497,DTHHRDY,0.0344268116568175,SMNABTCH,0.1712626820721672
235,0.017645506999999998,94.73257000000001,NFKB1 human,TRRUST_Transcription_Factors_2019,0.3072606465003131,Adherens junction,KEGG_2021_Human,0.1341952536499952,SMRDLGTH,0.0807105313607363,SMNABTCH,0.2309109220985141
236,0.017574463000000002,94.75015,UV Response Dn,MSigDB_Hallmark_2020,0.0199567061190984,Generic Transcription Pathway R-HSA-212436,Reactome_2022,0.0010146940271692,SMRDLGTH,0.0765662097712959,SMNABTCH,0.168032619763433
237,0.017554329,94.7677,NFATC1 mouse,TRRUST_Transcription_Factors_2019,0.0574021189871224,Mitochondrial Iron-Sulfur Cluster Biogenesis R-HSA-1362409,Reactome_2022,0.1211476980549007,SMRIN,0.0369064423799408,SMNABTCH,0.135859563295203
238,0.017462087,94.785166,Regulation Of Vesicle Fusion (GO:0031338),GO_Biological_Process_2023,0.0576277154205709,Androgen Response,MSigDB_Hallmark_2020,0.1263052150520497,SMTSISCH,0.0327977739437343,SMNABTCH,0.1789264643053474
239,0.017402132,94.80257,ECM-receptor interaction,KEGG_2021_Human,0.2557941530500016,BTF3 human,TRRUST_Transcription_Factors_2019,0.117477604047624,AGE_mid,0.0202971323243865,SMNABTCH,0.2128750029785571
240,0.017380628999999998,94.81994999999999,SOX10 human,TRRUST_Transcription_Factors_2019,0.146030726865245,Glycosyl Compound Biosynthetic Process (GO:1901659),GO_Biological_Process_2023,0.3111743506785933,SMRIN,0.030731053721812,SMNABTCH,0.1935046465803807
241,0.017252161,94.8372,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0738566268562782,FOXO1 mouse,TRRUST_Transcription_Factors_2019,0.0138293494360209,DTHHRDY,0.0322388939368685,SMNABTCH,0.1961950006190377
242,0.017199993,94.8544,Estrogen Response Early,MSigDB_Hallmark_2020,0.0345600575860799,Spontaneous Synaptic Transmission (GO:0098814),GO_Biological_Process_2023,0.0203100773145605,AGE_mid,0.0522226010867319,SMNABTCH,0.1509115141464823
243,0.017190837,94.87159,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0779314752345556,ARNTL human,TRRUST_Transcription_Factors_2019,0.4337409213298738,SMRDLGTH,0.0798237000553329,SMNABTCH,0.137227218426802
244,0.017123733000000002,94.888717,AR human,TRRUST_Transcription_Factors_2019,0.3455099325759232,Wnt-beta Catenin Signaling,MSigDB_Hallmark_2020,0.2065865437577707,SMRDLGTH,0.0471089789987653,SMNABTCH,0.1584825343686723
245,0.017081345,94.9058,Positive Regulation Of Phospholipid Transport (GO:2001140),GO_Biological_Process_2023,0.1073077042351527,Lysosome,KEGG_2021_Human,0.2822425077788932,AGE_mid,0.0454898459567318,SMNABTCH,0.1096060839601141
246,0.016993318,94.92279,Herpes simplex virus 1 infection,KEGG_2021_Human,0.0018124829703935,Glutathione Conjugation R-HSA-156590,Reactome_2022,0.0005910241511966,SMRDLGTH,0.0359983107409615,SMNABTCH,0.2207883921943799
247,0.016945148,94.93974,SRF mouse,TRRUST_Transcription_Factors_2019,0.078031656571221,Cholesterol Biosynthesis R-HSA-191273,Reactome_2022,0.0460260589148982,SMRDLGTH,0.0495663801021144,SMNABTCH,0.1802776546574779
248,0.016916468,94.956654,KLF5 mouse,TRRUST_Transcription_Factors_2019,0.2932903943065483,Herpes simplex virus 1 infection,KEGG_2021_Human,0.1710544595713315,SMRIN,0.0307987736671502,SMNABTCH,0.1690388726543034
249,0.016846099,94.9735,"Glycine, serine and threonine metabolism",KEGG_2021_Human,0.0083819376956513,RELB mouse,TRRUST_Transcription_Factors_2019,0.1566750361584879,SMTSISCH,0.0383729983220412,SMNABTCH,0.1550209232436255
250,0.016790180000000002,94.99029,Coagulation,MSigDB_Hallmark_2020,0.0963034196624764,Cell adhesion molecules,KEGG_2021_Human,0.118849699361975,SMRIN,0.0419748262320099,SMNABTCH,0.1618023494412888
251,0.016783726,95.007074,Fructose Catabolism R-HSA-70350,Reactome_2022,0.1655839993380174,Coagulation,MSigDB_Hallmark_2020,0.0169265163229835,DTHHRDY,0.027592003438685,SMNABTCH,0.1950897941436523
